Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,363158.071224,0.664906196064,0.0,0.0
10,52231.5491038,0.233708567929,0.0,0.0
20,104856.534549,0.194728110197,0.0,0.0
