Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.309929509586,0.695880442715,0.0,0.0
1,0.22919442777,0.531742992251,0.0,0.0
2,0.211999601929,0.465202771052,0.0,0.0
Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.270960085202,0.703864442563,0.0,0.0
1,0.244375691701,0.604931445339,0.0,0.0
2,0.24237216228,0.44343076782,0.0,0.0
3,0.214436174857,0.390694528324,0.0,0.0
4,0.171615859954,0.373262826361,0.0,0.0
