Time(Iteration),WCoLinUCB,W_W0,WknowTheta,LinUCB
Time(Iteration),WCoLinUCB,W_W0,WknowTheta,LinUCB
0,3.63582430919,1.85054287929,0.929284132439,2.73667677436
1,5.26214074324,3.21260678101,1.83477781237,4.88631454184
2,6.81157816745,3.94632508321,2.55194310795,6.934443217
