Time(Iteration),AsyncCoLinUCBCoTheta,GOBLinCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,
0,0.611749282291,0.699812992752,0.649242013792,0.84427104394,
10,0.263628303293,0.311367896034,0.272343049053,0.460367579123,
20,0.0947212197356,0.286117602932,0.221919283171,0.314396945559,
30,0.0886122681307,0.249303571197,0.206909874371,0.27612701474,
40,0.093583760094,0.189483210086,0.177187727463,0.293291345246,
50,0.084854948404,0.180571260644,0.159968970957,0.277448800174,
60,0.0818045077587,0.164479450427,0.146034786153,0.289975212671,
70,0.0732449109659,0.149050577453,0.125942250223,0.268239099129,
80,0.0733476423289,0.136566227209,0.119146548274,0.254175545103,
90,0.0741978014723,0.142123315537,0.120412857538,0.262761563081,
100,0.0647814493687,0.139445019564,0.119908216949,0.23296310193,
110,0.0653156129378,0.137637012449,0.11588396424,0.251085170431,
120,0.063720752123,0.134867719071,0.107621276626,0.248348398336,
130,0.0658792550844,0.1281703054,0.106389081053,0.233151666424,
140,0.059975383886,0.127214536912,0.105314947241,0.215723042923,
150,0.0522961380381,0.120066961451,0.0970370363023,0.193687266167,
160,0.0521289935851,0.113676384112,0.0939550755377,0.20118898552,
170,0.0566394831181,0.110119928399,0.0931941514893,0.21274088305,
180,0.0562513386282,0.112281907079,0.0946040055973,0.214412975843,
190,0.0598381454194,0.114110200779,0.0997050361222,0.226600437335,
200,0.0567701235514,0.112045633492,0.0950012896652,0.222755072745,
210,0.0533095643615,0.113949491355,0.0929070283572,0.211097420411,
220,0.0542259353356,0.110019452548,0.0928073418086,0.218798498244,
230,0.0537384303318,0.112462531173,0.0932133477474,0.216144859195,
240,0.0530597013758,0.106019359446,0.0888430004057,0.205696579003,
250,0.0497108988001,0.104842149667,0.0855852051745,0.196346224131,
260,0.0498156599623,0.103273906048,0.0847643754747,0.199938583475,
270,0.0492093901,0.103256631474,0.0837071939749,0.198939106763,
280,0.0479746968253,0.10406707414,0.0787204552937,0.194161806346,
290,0.0493233265915,0.100838902518,0.0782759043711,0.194747255638,
