Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.404601060454,0.582903870638,0.0,0.0
10,1.17867281091,0.189507495661,0.0,0.0
20,1.23823141229,0.16119805991,0.0,0.0
30,1.17768438701,0.135733155761,0.0,0.0
40,1.20027931822,0.13578299362,0.0,0.0
