Time(Iteration),AsyncCoLinUCBCoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,WknowThetaW
0,0.679981301344,0.295482074561,0.685219138255,0.933414503547,0.0,0.0
10,0.469674062259,0.231895162673,0.570871661395,0.792288393888,0.0,0.0
20,0.299437343283,0.222900997707,0.562361364431,0.671729394675,0.0,0.0
30,0.244881693471,0.214994500616,0.546910645401,0.643613271485,0.0,0.0
40,0.235603312202,0.202832791791,0.535798109663,0.643970870906,0.0,0.0
50,0.238520762898,0.208766790275,0.507064010056,0.641023750665,0.0,0.0
60,0.227982129697,0.203983990579,0.465691127666,0.627682766397,0.0,0.0
70,0.234136892935,0.1920565377,0.43645731108,0.63596116539,0.0,0.0
80,0.216197150071,0.192594504954,0.420977845639,0.638830853121,0.0,0.0
90,0.216749361124,0.178744431212,0.424030169235,0.651655638821,0.0,0.0
100,0.216722112475,0.174372743279,0.405903905983,0.662181483981,0.0,0.0
110,0.211991634628,0.174064896306,0.396977658759,0.665237302645,0.0,0.0
120,0.197852915493,0.170229621753,0.376845201954,0.64413727019,0.0,0.0
130,0.196642430733,0.173157099442,0.375159829915,0.650866068425,0.0,0.0
140,0.195224173122,0.168668182742,0.360536531733,0.643204193285,0.0,0.0
150,0.199927815495,0.1687085129,0.364701008458,0.641431103304,0.0,0.0
160,0.195672718019,0.157519710562,0.360779704888,0.653621506832,0.0,0.0
170,0.198086391032,0.154907985954,0.359899009549,0.647992507656,0.0,0.0
180,0.198442349137,0.149325886903,0.34180923651,0.650243380976,0.0,0.0
190,0.196875239843,0.155080227316,0.336374615294,0.668243884643,0.0,0.0
200,0.20192605229,0.149149311624,0.324649945713,0.667881527273,0.0,0.0
210,0.186996533244,0.150191736221,0.319031104959,0.651686237308,0.0,0.0
220,0.182852694932,0.145135612604,0.315283016816,0.641869012486,0.0,0.0
230,0.18118284455,0.138546028276,0.315816817832,0.633917712337,0.0,0.0
240,0.182988206592,0.133098526552,0.320155199839,0.648986176277,0.0,0.0
250,0.165078623921,0.129782771623,0.31806421765,0.637968888096,0.0,0.0
260,0.165089692332,0.129663958075,0.321141789374,0.633006334754,0.0,0.0
270,0.156997243902,0.127072777012,0.31258895583,0.634638410747,0.0,0.0
280,0.152144327201,0.128669110118,0.31312627766,0.640200147767,0.0,0.0
290,0.151913662187,0.130617813915,0.310296225389,0.639618182171,0.0,0.0
