Time(Iteration),AsyncCoLinUCBCoTheta,W_W0CoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,W_W0Theta,WknowThetaW,W_W0W
0,0.615767404608,0.714172911994,0.308262569406,0.648151846673,0.847034359938,0.0,0.899012251845,0.0,0.899012251845
10,0.211171137235,0.284846617806,0.195646148151,0.208640438958,0.422473069672,0.0,0.74038455637,0.0,0.74038455637
20,0.194161424014,0.155764541423,0.159423553151,0.181654861602,0.38045130322,0.0,0.809326876108,0.0,0.809326876108
30,0.156729024268,0.139068442609,0.147683292606,0.156126499289,0.344705139562,0.0,0.800520058588,0.0,0.800520058588
40,0.147306422813,0.116932980735,0.122301858638,0.142396252442,0.305669565616,0.0,0.805513974977,0.0,0.805513974977
50,0.0896637739228,0.117666333869,0.116121751097,0.137242774355,0.240440021229,0.0,0.814630643744,0.0,0.814630643744
60,0.0667815973596,0.115867703413,0.102998089667,0.129432424927,0.227863192659,0.0,0.833739116117,0.0,0.833739116117
70,0.0661403675189,0.123110203076,0.100453984651,0.127360256639,0.222350538619,0.0,0.828919523091,0.0,0.828919523091
80,0.0562634955709,0.0970675071818,0.0918140161573,0.120823989548,0.203127383554,0.0,0.804549687777,0.0,0.804549687777
90,0.0590529328915,0.110505650106,0.0973868497355,0.120824714613,0.186362872816,0.0,0.800934487127,0.0,0.800934487127
100,0.0552554270646,0.105239476627,0.0874970474139,0.108426798646,0.18271771112,0.0,0.812676758148,0.0,0.812676758148
110,0.0546791745087,0.137374089886,0.0874112239674,0.105872913368,0.182958691574,0.0,0.813009238917,0.0,0.813009238917
120,0.0527271261937,0.12673598109,0.0827524264409,0.102787066892,0.169298843372,0.0,0.811093659645,0.0,0.811093659645
130,0.0478910609183,0.114386068776,0.0757200883813,0.0964516974491,0.157046004807,0.0,0.817162645506,0.0,0.817162645506
140,0.0431591648823,0.119257456496,0.0756515811631,0.0983260902661,0.144814399657,0.0,0.823123133847,0.0,0.823123133847
150,0.0381162592861,0.108370274627,0.0739508902789,0.0938801647327,0.139587515266,0.0,0.820923537013,0.0,0.820923537013
160,0.0410205687713,0.104266246217,0.0763385961868,0.0991421219822,0.147764468463,0.0,0.818644169326,0.0,0.818644169326
170,0.0467937471006,0.0971403052599,0.077380725327,0.102144262711,0.157197739593,0.0,0.818069290346,0.0,0.818069290346
180,0.0447232913102,0.0904104169861,0.0722909026954,0.0987278469653,0.156533735304,0.0,0.821416535135,0.0,0.821416535135
190,0.0461793626446,0.0909115129297,0.0725687060802,0.0969761763058,0.16229260538,0.0,0.815528003559,0.0,0.815528003559
200,0.0432055053326,0.0943911492511,0.0716997974462,0.0950733897926,0.16224376397,0.0,0.817767236508,0.0,0.817767236508
210,0.0446503447426,0.0956441362339,0.0750950478492,0.0969801840777,0.167582576713,0.0,0.819804820163,0.0,0.819804820163
220,0.0447154488626,0.0878171505667,0.0734245154937,0.0947364578785,0.17575212684,0.0,0.81714913609,0.0,0.81714913609
230,0.0468553279652,0.0822871214869,0.0695906738703,0.0925985895244,0.172340100658,0.0,0.81238923719,0.0,0.81238923719
240,0.0465149655171,0.0805734976891,0.0675365281239,0.0880675121438,0.170901547892,0.0,0.807664798179,0.0,0.807664798179
250,0.0502431131793,0.0845383257707,0.066328077907,0.0865848380314,0.171071891152,0.0,0.809003379778,0.0,0.809003379778
260,0.04799483028,0.076400707074,0.0654809130813,0.0847062674325,0.169262843032,0.0,0.810768987608,0.0,0.810768987608
270,0.0457992402671,0.067254505713,0.0620554939628,0.0828445248555,0.168482569944,0.0,0.809466006437,0.0,0.809466006437
280,0.045631417078,0.0686132887477,0.0623123852604,0.0826964513814,0.174255021645,0.0,0.809589585152,0.0,0.809589585152
290,0.0465948807799,0.0678165728087,0.0615083101453,0.0814300563186,0.179310464304,0.0,0.80828097598,0.0,0.80828097598
