Time(Iteration),WCoLinUCB,W_W0,LinUCB
0,2.31262829874,1.94026793464,2.79119801279
1,4.04777374211,4.04526124878,4.39401800465
2,5.40234910417,4.91863461017,6.01477574326
3,6.67877181638,4.92946089113,8.23847394659
4,7.94163373505,4.96385164632,8.89687954975
5,8.93047023885,5.04994275274,8.99243035536
6,9.49115574917,5.32196338392,9.12447646492
7,9.99606259871,5.39002331905,9.15621110198
8,10.362921831,5.43995108734,9.48049420082
9,10.9326034945,5.46146242751,9.5265488759
10,11.0273514408,5.46179305724,9.7168164489
11,11.495131898,5.4949433654,9.71967588871
12,11.9691317153,5.49613210854,9.7862911452
13,12.1444988001,5.49701060964,9.96777849745
14,12.5364289464,5.58621178121,10.1409369245
15,12.8594809953,5.81982199499,10.5050620273
16,13.2696925642,5.97392452178,10.6851345699
17,13.6261303842,6.11242789203,10.9012048628
18,14.0773254649,6.11242789203,10.9012048628
19,14.5040614643,6.1927727296,10.987263696
20,14.5265916578,6.24122114235,11.0866141508
21,14.6644963428,6.26969050365,11.1608480583
22,15.0113331436,6.34589942547,11.2240378942
23,15.0113331436,6.35797657243,11.2370353843
24,15.3706160306,6.40862132502,11.3190210382
25,15.5042014903,6.45245408973,11.3916721229
26,15.7023847857,6.47684395528,11.4204378136
27,15.8948526216,6.54080375718,11.5010106601
28,16.2771611656,6.54080375718,11.5010106601
29,16.5424275025,6.55681267602,11.5320966795
30,16.6833574083,6.60004772033,11.5320966795
31,17.1460733551,6.61667340684,11.6680136421
32,17.3431430617,6.61667340684,11.7022375078
33,17.7775258525,6.67800444839,11.760692116
34,18.0540532147,6.78874282006,11.7776126991
35,18.199383492,6.92690773033,11.8135622508
36,18.3361925065,6.97848060587,11.8782401003
37,18.3671587376,7.03412479669,11.8810220357
38,18.5389115893,7.03412479669,11.9568299297
39,19.0176637172,7.03412479669,11.9568299297
40,19.1255267126,7.11959769332,12.100408689
41,19.1791221685,7.12320857157,12.1040195672
42,19.6209500998,7.20571033883,12.1940062184
43,19.6680408471,7.22243819291,12.2107340724
44,19.9473354036,7.26574245976,12.2623528263
45,20.1116377751,7.40971879659,12.2623528263
46,20.4260613751,7.53396614163,12.3411796882
47,20.5365634755,7.84679551131,12.3444614383
48,20.6701661272,7.94975025706,12.5268397274
49,20.7791404671,7.99688161237,12.5395078988
50,20.9738449154,8.0585349852,12.6303565356
51,21.1149150665,8.06090336161,12.6469259036
52,21.1854186312,8.06979863498,12.6783784356
53,21.2404816236,8.07300832039,12.739372508
54,21.5335578729,8.09359297419,12.8463744198
55,21.8387727151,8.28750638438,12.8463744198
56,22.0928565546,8.36814471553,12.892160748
57,22.2573146179,8.38180760934,12.892160748
58,22.3942878362,8.38180760934,12.9614066675
59,22.6681050027,8.42992938371,13.0269955544
60,22.7547352785,8.57812966074,13.2193258353
61,22.9046125507,8.60307398272,13.2823452921
62,23.0220655153,8.73107888994,13.2823452921
63,23.0220655153,8.73107888994,13.2823452921
64,23.1330880216,8.73107888994,13.3064952451
65,23.2542801376,8.74776285022,13.3482653236
66,23.3466417701,8.7603125589,13.3482653236
67,23.381364786,8.77199622535,13.3506273252
68,23.7354039041,8.87734053121,13.3506273252
69,23.7354039041,8.96236422709,13.5027116486
70,23.9994236963,8.99477400211,13.5027116486
71,24.1317589566,9.01593373732,13.528667999
72,24.2203882099,9.12211642061,13.528667999
73,24.4115904664,9.14827781903,13.5305111573
74,24.4817656676,9.21934816628,13.7120173312
75,24.4817656676,9.2912661853,13.7120173312
76,24.4817656676,9.51002716522,13.7708838692
77,24.5802574331,9.55077251661,13.7708838692
78,24.654879435,9.56900514776,13.7869347522
79,24.6928032031,9.65350810028,13.7924653273
80,24.6928032031,9.65350810028,13.7924653273
81,24.6928032031,9.65412981819,13.7976905031
82,24.7131822591,9.67662388458,13.8201845695
83,24.8318050406,9.69220113266,13.8549556162
84,24.9606098466,9.69220113266,13.8549556162
85,24.9739086071,9.77967046466,13.9586601389
86,25.0030719387,9.80883379621,13.9725178533
87,25.0753461508,9.92829535934,14.0515578292
88,25.1524176401,10.1251329914,14.0559772305
89,25.2227231975,10.180751657,14.0559772305
90,25.4254753059,10.2684939652,14.0800069226
91,25.4307360734,10.2783167741,14.0800069226
92,25.4398429949,10.2805502512,14.0822403996
93,25.5239002766,10.3402354318,14.0822403996
94,25.6782897106,10.3753654925,14.0843675564
95,25.9459283754,10.385742326,14.1162918511
96,26.1919769784,10.4831270611,14.2001266185
97,26.2656325882,10.4831270611,14.207304619
98,26.4345309472,10.5107940408,14.2307410387
99,26.4781700633,10.5332398826,14.2531868805
100,26.4781700633,10.5332398826,14.2531868805
101,26.6417750229,10.6298971129,14.3022470705
102,26.9383661931,10.6981474848,14.3296501457
103,27.1125005215,10.6981474848,14.3296501457
104,27.1658503308,10.7235188239,14.3369920477
105,27.1938675088,10.7464823526,14.3602433099
106,27.3180169871,10.8040958094,14.4178567667
107,27.3471002342,10.8059446712,14.4197056285
108,27.4185619962,10.8810251697,14.4562209946
109,27.4185619962,10.8861282861,14.4613241109
110,27.5372478351,10.9216981075,14.4827055328
111,27.6056074411,10.9216981075,14.4827055328
112,27.6056074411,10.9321827605,14.5514937287
113,27.6204427257,10.9523704931,14.5716814613
114,27.8254907801,10.9978883475,14.5975900098
115,27.8601343498,11.0325319172,14.5975900098
116,27.9171606225,11.0741972772,14.6392553697
117,28.0265153927,11.1582920912,14.6722196208
118,28.0363954391,11.1681721375,14.6944161585
119,28.0874745562,11.1681721375,14.6944161585
120,28.0905893562,11.1982598005,14.7213890216
121,28.1515743889,11.223756811,14.7373289572
122,28.1933610821,11.2280670318,14.741639178
123,28.1975915943,11.2298585738,14.7502882647
124,28.2280499639,11.232613525,14.7502882647
125,28.3193846606,11.2504480347,14.7681227744
126,28.3614128331,11.3057727895,14.7814193568
127,28.395490752,11.3199063892,14.7814193568
128,28.4812873842,11.3199063892,14.7814193568
129,28.495709859,11.3609394607,14.784533092
130,28.495709859,11.3609394607,14.784533092
131,28.5207153644,11.3609394607,14.784533092
132,28.6437187502,11.4513433368,14.784533092
133,28.7269385106,11.4574172567,14.7906070119
134,28.7517658563,11.4574172567,14.7906070119
135,28.9411648924,11.4574172567,14.7906070119
136,28.9541996957,11.47045206,14.8190797226
137,28.9875261365,11.47045206,14.8190797226
138,29.012188232,11.4951141555,14.8385875455
139,29.1142951092,11.5295116209,14.8429109471
140,29.1452014926,11.5604180043,14.8429109471
141,29.2369469647,11.5919635152,14.8616375391
142,29.2369469647,11.5919635152,14.8616375391
143,29.5076579021,11.5923235886,14.8616375391
144,29.6254171436,11.5923235886,14.8678704295
145,29.7104846739,11.6181253426,14.8936721834
146,29.7242615242,11.6319021928,14.8936721834
147,29.7352949809,11.6429356496,14.9142180418
148,29.8017302463,11.6726576993,14.9179604646
149,29.9179070015,11.6944323148,14.9385457322
150,29.9186652241,11.6944323148,14.9385457322
151,29.9414397397,11.7078148331,14.974702766
152,29.9414397397,11.7078148331,14.974702766
153,30.0213858596,11.7495658822,14.9902265824
154,30.1465523486,11.7587853243,14.9902265824
155,30.1940458467,11.7587853243,14.9902265824
156,30.2062112248,11.7651769047,15.016977791
157,30.3335975215,11.8066640813,15.0821026141
158,30.6100059859,11.9046889972,15.18012753
159,30.8410074992,11.9046889972,15.2637236103
160,31.0196988665,11.9099763553,15.2637236103
161,31.1376467544,11.9626605982,15.3047320745
162,31.2275408467,11.9650296567,15.3071011329
163,31.2892319217,11.9697617857,15.314398512
164,31.4283783671,11.9697617857,15.314398512
165,31.4714128487,11.9697617857,15.314398512
166,31.47458318,11.9708697195,15.3194969726
167,31.4893729232,11.9789553717,15.3275826248
168,31.5722123191,11.9989664175,15.3389128095
169,31.5722123191,12.0118987219,15.351845114
