Time(Iteration),AsyncCoLinUCBCoTheta,W_W0CoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,W_W0Theta,WknowThetaW,W_W0W
0,0.643714371311,0.596601857756,0.217639817119,0.66563978874,0.915976386957,0.0,0.928917969909,0.0,0.928917969909
10,0.428587789998,0.538533106888,0.257736106054,0.519322144514,0.7441274388,0.0,0.928138818605,0.0,0.928138818605
20,0.248097345117,0.446079514334,0.258583984479,0.530690133151,0.634796143725,0.0,0.974241872243,0.0,0.974241872243
30,0.217728258251,0.418780826849,0.225220514451,0.550879577529,0.604557668719,0.0,0.992757426991,0.0,0.992757426991
40,0.191825638319,0.368815926239,0.219576353089,0.524811925081,0.614120197795,0.0,0.970853955651,0.0,0.970853955651
50,0.189398450474,0.380670952126,0.214008273982,0.512073426871,0.621589529781,0.0,0.977103591761,0.0,0.977103591761
60,0.183525606496,0.350119276882,0.213535768034,0.493738342129,0.611729327874,0.0,0.985574442678,0.0,0.985574442678
70,0.179492416119,0.312251138135,0.196642736837,0.444213046603,0.604488480981,0.0,0.983906211529,0.0,0.983906211529
80,0.171661114581,0.302406963257,0.183784692738,0.416157045313,0.617852417279,0.0,0.973138706653,0.0,0.973138706653
90,0.149336939467,0.286728574172,0.170010486171,0.411948596274,0.592332043772,0.0,0.951514476881,0.0,0.951514476881
100,0.139968538624,0.28198748166,0.171146176611,0.405287853957,0.58496607309,0.0,0.966472409396,0.0,0.966472409396
110,0.138693026288,0.283111745333,0.16651996289,0.388366263822,0.59750689923,0.0,0.953412726066,0.0,0.953412726066
120,0.145211834368,0.302092273875,0.162598641268,0.387181380909,0.612199303561,0.0,0.969173577852,0.0,0.969173577852
130,0.13669552752,0.288182451363,0.156634886934,0.375274895797,0.60780397226,0.0,0.965393259139,0.0,0.965393259139
140,0.138118617085,0.275369095934,0.152886854283,0.367512984968,0.607508352224,0.0,0.955050396637,0.0,0.955050396637
150,0.13496305789,0.266540644885,0.152313538284,0.353390219584,0.610941836955,0.0,0.953824968202,0.0,0.953824968202
160,0.132134040027,0.249525352147,0.149720164817,0.339722586274,0.591174849822,0.0,0.960047919646,0.0,0.960047919646
170,0.126947280894,0.270846277909,0.147199892642,0.347723945914,0.578696656496,0.0,0.970029374023,0.0,0.970029374023
180,0.122167805287,0.254206065355,0.146070769213,0.349489201639,0.575452909677,0.0,0.970562236606,0.0,0.970562236606
190,0.11781752769,0.244191436037,0.138816776466,0.327795246217,0.577679527982,0.0,0.964806980503,0.0,0.964806980503
200,0.115603981367,0.251132927526,0.139724998439,0.328099915432,0.569623652507,0.0,0.970934539668,0.0,0.970934539668
210,0.117081029834,0.249871840634,0.14045343922,0.321778964886,0.558299771626,0.0,0.969811009025,0.0,0.969811009025
220,0.115240198353,0.233210450574,0.128164712545,0.30163732247,0.554365114509,0.0,0.964386275073,0.0,0.964386275073
230,0.120251736719,0.230350552477,0.126601374847,0.30579452138,0.54771896434,0.0,0.964474303022,0.0,0.964474303022
240,0.121996351688,0.223814345745,0.126211843295,0.293271806561,0.553352419652,0.0,0.961447795092,0.0,0.961447795092
250,0.112245168384,0.21943070738,0.123711828949,0.288081359739,0.542382802569,0.0,0.96050239468,0.0,0.96050239468
260,0.112346436596,0.223852886261,0.123754690356,0.281547216036,0.541831895638,0.0,0.964314867836,0.0,0.964314867836
270,0.1130662263,0.223319404321,0.123531438057,0.27885949187,0.546781516667,0.0,0.965313163746,0.0,0.965313163746
280,0.114604099672,0.226543994222,0.123545838389,0.278601116754,0.560838887334,0.0,0.966586859775,0.0,0.966586859775
290,0.120033027958,0.218264538249,0.12249725825,0.260862623178,0.551840040091,0.0,0.961346660383,0.0,0.961346660383
