Time(Iteration),AsyncCoLinUCB,GOBLin,LinUCB
0,0.650622537758,2.13539564672,2.00466596387
10,2.64798646202,6.97780009387,8.85341249831
20,2.83587537561,7.23907060154,9.21558369852
30,2.90240714676,7.56591628506,9.47487929013
40,2.94220504393,7.63891285875,9.49805598755
50,3.01666331083,7.7487605862,9.62094444156
60,3.07622074677,7.80516734439,9.7021688608
70,3.09493806943,7.84286814634,9.74351188248
80,3.12439066047,7.94508922394,9.82300478563
90,3.19742660484,8.00658346629,9.88449902799
100,3.22318161243,8.04528375587,9.92123688547
110,3.25591876251,8.07499722201,9.96601775329
120,3.26899041131,8.1017910377,9.9948833647
130,3.29131994751,8.13025374137,10.0128164181
140,3.31824306441,8.14842726899,10.0450405613
150,3.32883666738,8.16466912262,10.0612824149
160,3.35577899411,8.19465105252,10.0912643448
170,3.36243835363,8.21978784442,10.1120759285
180,3.37370770516,8.26001429387,10.1510308886
190,3.39931288893,8.29060147453,10.1873585661
200,3.43650308102,8.29151640341,10.2155558593
210,3.45042980468,8.31242776885,10.2364672248
220,3.45042980468,8.32205827354,10.2432823543
230,3.46505850708,8.36226274601,10.2834868268
240,3.46659184631,8.38019249845,10.3014165792
250,3.46873113925,8.39609792176,10.3317548218
260,3.46873113925,8.39917473024,10.3348316303
270,3.48497729813,8.40795163476,10.3436085348
280,3.50593642213,8.43035817051,10.3660150706
290,3.51328096032,8.43912635644,10.3747832565
300,3.51541991225,8.44349566215,10.3791525622
310,3.51976104847,8.44349566215,10.3791525622
320,3.52877816058,8.46320569113,10.3988625912
330,3.52999128372,8.48187837436,10.4175352744
340,3.52999128372,8.48187837436,10.4175352744
350,3.53178183376,8.48398101997,10.41963792
360,3.53178183376,8.49549234621,10.4243620316
370,3.53264655856,8.49716138208,10.4286724992
380,3.53388546601,8.5030539683,10.4345650854
390,3.53446566739,8.50363416969,10.4345650854
400,3.53690331856,8.52981400001,10.4521090864
410,3.53825254062,8.52981400001,10.4521090864
420,3.5393204674,8.54840566438,10.4707007508
430,3.54814748958,8.55723268656,10.479527773
440,3.55315630721,8.55723268656,10.479527773
450,3.55704896627,8.5676874637,10.4899825501
460,3.5604847597,8.57112325713,10.4934183435
470,3.56147613384,8.5840422371,10.5063373235
480,3.56564235564,8.584892769,10.5099484019
490,3.57042726929,8.5976653478,10.5227209807
