Time(Iteration),WCoLinUCB,W_W0,LinUCB
44,20.4035689695,7.21524360378,12.9757905968
45,20.6248651744,7.24615988612,13.0133148563
46,20.6248651744,7.24615988612,13.0821321008
47,20.7335393944,7.26687424167,13.0821321008
48,20.8484934984,7.30504424221,13.1203021014
49,21.1053943519,7.30504424221,13.1203021014
50,21.3469082627,7.30504424221,13.1203021014
51,21.4151513408,7.31235803797,13.1621230359
52,21.7137080569,7.33372520533,13.168196524
53,21.7637570589,7.34835508619,13.2057855371
54,22.0631558393,7.34835508619,13.2091551924
55,22.3875285447,7.37584711043,13.2361520133
56,22.4135738909,7.39989451956,13.2369521213
57,22.6120453253,7.4377347029,13.2452454211
58,22.988471423,7.44699785847,13.3008986819
59,23.0856376836,7.45742103584,13.3475422193
60,23.5244396657,7.45742103584,13.3969096321
61,23.6091759235,7.52290310076,13.4179321398
62,23.6110323107,7.56652514656,13.4717768387
63,23.9100815123,7.58627104223,13.5553435273
64,23.9677840121,7.66986213537,13.5553435273
65,23.9710811628,7.67315928609,13.5553435273
66,24.0449557356,7.67315928609,13.5553435273
67,24.0925928703,7.67929750469,13.5553435273
68,24.2886398468,7.68432083005,13.6018101461
69,24.336155081,7.6971192744,13.6589235123
70,24.340311884,7.7012760774,13.6671225945
71,24.340311884,7.7012760774,13.6671225945
72,24.351924083,7.75265472026,13.7301134363
73,24.3807824745,7.90057746234,13.7678600744
74,24.5395114436,7.90057746234,13.7678600744
75,24.5412638362,7.90232985496,13.7678600744
76,24.586744935,7.90602421066,13.7733932897
77,24.7153248941,8.20052055728,13.8526575826
78,24.8471583579,8.35697111781,13.8650858489
79,24.8711684297,8.42330297788,13.8730659889
80,24.8752905075,8.50004627718,13.9407386411
81,24.9918287218,8.55347881305,13.9533202233
82,25.0936765215,8.55347881305,13.9533202233
83,25.3363460845,8.70444327203,13.9533202233
84,25.3363460845,8.70444327203,13.9533202233
85,25.4267053995,8.71403324492,13.9629101962
86,25.6685976353,8.75178197852,13.9755273432
87,25.975063474,8.9081218239,13.9755273432
88,26.3592207101,8.99045361473,13.9787515636
89,26.3737872917,8.99924462749,13.9875425763
90,26.3737872917,9.08739958535,14.0249873717
91,26.4221010112,9.10812832951,14.0249873717
92,26.4221010112,9.10812832951,14.0504191969
93,26.4798620948,9.29495566839,14.0524437345
94,26.5046880059,9.35660089477,14.0772696456
95,26.5193912921,9.40117366929,14.0908068845
96,26.5193912921,9.40117366929,14.0908068845
97,26.5918176883,9.51720729928,14.0908068845
98,26.7361584503,9.63333438987,14.0908068845
99,26.762003411,9.63735995842,14.0908068845
100,26.7930028695,9.74216676532,14.1365836913
101,26.7930028695,9.74216676532,14.1365836913
102,26.7930028695,9.74578090933,14.1365836913
103,26.8218445651,9.95478004718,14.1654253869
104,26.8778611121,9.95478004718,14.1654253869
105,26.8778611121,9.95478004718,14.1654253869
106,26.9055166829,9.95821848308,14.1688638228
107,26.9191795767,9.98014779959,14.1688638228
108,27.00569281,10.0110113439,14.1688638228
109,27.0410094967,10.2447304217,14.1835866685
110,27.0936755711,10.254437993,14.2091973699
111,27.1708818354,10.3362811196,14.2091973699
112,27.2632647042,10.42574646,14.2165371303
113,27.2882105689,10.4789320756,14.2165371303
114,27.2882105689,10.6050255551,14.2165371303
115,27.3823172225,10.6435261345,14.2928401536
116,27.532958849,10.6690847919,14.2928401536
117,27.6455072717,10.7023649493,14.3232505
118,27.757426391,10.8109006743,14.3232505
119,27.947285864,10.8109006743,14.3306817138
120,27.9701289935,10.9102359312,14.3535248433
121,28.1005898171,10.9960055562,14.3736248073
122,28.2025083313,11.0958714298,14.4260694839
123,28.2544125933,11.116411484,14.4466095381
124,28.3358683089,11.1481047771,14.5280652538
125,28.4500121079,11.2241686904,14.5280652538
126,28.4500121079,11.3327055818,14.5280652538
127,28.4500121079,11.3327055818,14.5330152806
128,28.5348017713,11.4919583132,14.5330152806
129,28.5602468139,11.724953647,14.5868316276
130,28.7254404493,11.8895104415,14.5868316276
131,28.84691452,11.8927725887,14.5895709622
132,29.2259658072,11.8945227184,14.5913210919
133,29.3113549936,12.0010130444,14.5913210919
134,29.6069284215,12.0049710979,14.5952791454
135,29.6963868078,12.1296012244,14.5952791454
136,29.8482037972,12.196753933,14.6345953831
137,29.9456418561,12.2853487702,14.6450998897
138,30.1081426819,12.4016842951,14.6732540644
139,30.1474519447,12.480771365,14.6950734701
140,30.2141406401,12.5088224174,14.7000900109
141,30.2451620226,12.5620284408,14.7570666792
142,30.320223676,12.6068795185,14.758242995
143,30.3539254052,12.6168721772,14.7953859061
144,30.389091186,12.6168721772,14.7953859061
145,30.5182628511,12.6722660422,14.802578021
146,30.5182628511,12.6722660422,14.802578021
147,30.532881164,12.7225966924,14.8529086712
148,30.5853262547,12.7726351529,14.8529086712
149,30.6577516969,12.7903213472,14.8529086712
150,30.7052874406,12.8576596181,14.8727526537
151,30.9124944905,12.9498115353,14.8784482979
152,30.9124944905,12.9498115353,14.8784482979
153,31.0506726986,13.0174760801,14.8784482979
154,31.0506726986,13.0174760801,14.8784482979
155,31.2574327809,13.1101499091,14.8784482979
156,31.2639264575,13.1400094565,14.8900123757
157,31.3633008475,13.1400094565,14.8900123757
158,31.3649502159,13.1603670888,14.8918620999
159,31.4489374327,13.3232502819,14.8918620999
160,31.6039717786,13.4182849401,14.8918620999
161,31.6373380481,13.4182849401,14.8918620999
162,31.7999211895,13.5157509467,14.8918620999
163,31.7999211895,13.5157509467,14.8918620999
164,31.8038109884,13.5196407456,14.8918620999
165,31.9034018946,13.6101671087,14.8936792003
166,31.952608439,13.6512401631,14.9123082929
167,31.9760957469,13.6977576133,14.91262835
168,32.1113362966,13.6977576133,14.91262835
169,32.212417868,13.7185730393,14.91262835
170,32.2245116798,13.7215313904,14.9155867011
171,32.3296584827,13.7215313904,14.9155867011
172,32.403276766,13.7693264885,14.9175526567
173,32.4148807593,13.7809304818,14.92915665
174,32.4656992702,13.8053339068,14.953560075
175,32.5830002334,13.8053339068,14.953560075
176,32.6222446646,13.8361406637,14.966995748
177,32.6222446646,13.8361406637,14.966995748
178,32.6414291808,13.8962478593,14.9861802642
179,32.7031156627,13.8962478593,14.9861802642
180,32.7788768802,13.9616835729,15.0109714966
181,32.8881346503,14.0547588807,15.0664502744
182,32.9622454309,14.1129312494,15.1246226431
183,33.0006502965,14.1513361149,15.1325506373
184,33.0006502965,14.2080379547,15.189252477
185,33.0725279034,14.2799155616,15.189252477
186,33.080683099,14.3039703458,15.2051520656
187,33.0837819511,14.3070691978,15.2256423985
188,33.0837819511,14.3070691978,15.2256423985
189,33.1270367498,14.3332626607,15.242902574
190,33.1270367498,14.3503872557,15.260027169
191,33.2072510462,14.430601552,15.264454136
192,33.2564179141,14.4335657522,15.2674183362
193,33.2564179141,14.4335657522,15.2674183362
194,33.4495704149,14.4579090869,15.2674183362
195,33.6550013627,14.5266921278,15.2674183362
196,33.6891872619,14.6127953919,15.2743049332
197,33.757188284,14.6163499752,15.2743049332
198,33.8309890287,14.6577252215,15.2743049332
199,33.8309890287,14.7455536691,15.3115976464
200,33.8358090339,14.7854344058,15.3542708336
201,33.9189643821,14.7854344058,15.424168482
202,33.9208449112,14.7873149349,15.432668507
203,33.9526867433,14.8082590971,15.4536126691
204,33.9838582694,14.8290435016,15.4608279522
205,33.9838582694,14.8715268694,15.50331132
206,33.9838582694,14.9551298926,15.5398231793
207,33.9850275548,14.956299178,15.5409924646
208,34.0224432204,14.9918849453,15.5418642386
209,34.0230402699,14.9924819947,15.542461288
210,34.107036665,15.0498705078,15.542461288
211,34.1409962969,15.0499742002,15.5561077993
212,34.2890252601,15.0690821565,15.5752157556
213,34.2890252601,15.0690821565,15.5752157556
214,34.3280939083,15.1310425703,15.6142844039
215,34.388789954,15.191738616,15.6295610091
216,34.4031666245,15.2061152865,15.6411937901
217,34.4334745745,15.2364232365,15.6411937901
218,34.4334745745,15.2506020543,15.6796332267
219,34.4587609579,15.2604983909,15.6796332267
220,34.4669209612,15.2686583942,15.6796332267
221,34.4697757356,15.2686583942,15.6824880011
222,34.4697757356,15.2686583942,15.6824880011
223,34.4697757356,15.2686583942,15.6824880011
224,34.4993885129,15.2982711715,15.6995967141
225,34.4993885129,15.2982711715,15.7120543425
226,34.4993885129,15.2982711715,15.7120543425
227,34.5146502809,15.3179243294,15.7120543425
228,34.5781840041,15.3814580526,15.7628902151
229,34.5781840041,15.3814580526,15.7628902151
230,34.5962164369,15.3994904855,15.7637388866
231,34.5994297039,15.4270972265,15.7881323606
232,34.6093027629,15.4505214356,15.7881323606
233,34.6093027629,15.4505214356,15.825817538
234,34.6216861064,15.4629047791,15.825817538
235,34.6387297945,15.4765900129,15.8395027718
236,34.6387297945,15.4765900129,15.8395027718
237,34.6870421668,15.5249023852,15.8878151441
238,34.6870421668,15.5249023852,15.8915445376
239,34.7397539339,15.5776141523,15.8915445376
240,34.7787956639,15.6166558823,15.9210438118
241,34.7856433901,15.6235036084,15.927891538
242,34.8036971931,15.6415574115,15.9459453411
243,34.8139305275,15.6415574115,15.9459453411
244,34.8139305275,15.6415574115,15.9459453411
245,34.8199020339,15.6916118201,15.9519168475
246,34.8848855367,15.7565953229,15.9653581314
247,34.8848855367,15.7565953229,15.9756763667
248,34.9204336671,15.7765972828,15.9956783265
249,34.9363904679,15.851091191,16.0561221126
250,34.9363904679,15.851091191,16.0561221126
251,34.9363904679,15.851091191,16.0561221126
252,34.9363904679,15.851091191,16.0561221126
253,34.9525731147,15.853485613,16.0561221126
254,35.0006562714,15.9389471437,16.109096446
255,35.0006562714,15.9485588541,16.109096446
256,35.0006562714,15.9485588541,16.109096446
257,35.0309582419,15.9788608245,16.109096446
258,35.0975819845,16.0162706459,16.1465062674
259,35.1180413293,16.0367299907,16.1669656122
260,35.1180413293,16.0367299907,16.1669656122
261,35.1273054192,16.0367299907,16.1669656122
262,35.1533439695,16.0367299907,16.1693476319
263,35.1693866205,16.0552038484,16.1956848676
264,35.1693866205,16.0552038484,16.1956848676
265,35.1693866205,16.0849683435,16.1956848676
266,35.1693866205,16.0849683435,16.1956848676
267,35.1742577766,16.1064658412,16.2005560238
268,35.19436615,16.1064658412,16.2005560238
269,35.3350414584,16.1381519024,16.2101918366
270,35.3415538731,16.1446643172,16.2167042514
271,35.4341870271,16.1684520745,16.2421172324
272,35.5007347907,16.2351987109,16.2893686628
273,35.5062491958,16.2400998568,16.2942698087
274,35.5391051431,16.2400998568,16.2959268358
275,35.5679394199,16.2400998568,16.2959268358
276,35.5946686602,16.2456832494,16.3015102284
277,35.5946686602,16.2530189439,16.3088459229
278,35.6353110296,16.2530189439,16.3088459229
279,35.6353110296,16.2530189439,16.3088459229
280,35.6663224296,16.2645065181,16.3194911905
281,35.6862195427,16.2645065181,16.3194911905
282,35.6908103684,16.2706261397,16.3362687545
283,35.6908103684,16.2706261397,16.3362687545
284,35.6908103684,16.2706261397,16.3546981711
285,35.6908103684,16.2706261397,16.3868681396
286,35.6908103684,16.2706261397,16.3868681396
287,35.7461766791,16.2706261397,16.3868681396
288,35.7769580881,16.3014075487,16.407455147
289,35.7826833367,16.3077419669,16.4137895652
290,35.7932354145,16.3077419669,16.4320478471
291,35.793973924,16.3084804764,16.4327863566
292,35.8024764157,16.3169829681,16.454752104
293,35.8057017152,16.3202082676,16.4579774035
294,35.8057017152,16.3423724029,16.4579774035
295,35.8108966921,16.3819397508,16.4631723804
296,35.8544393838,16.4254824424,16.5067150721
297,35.9055954297,16.4766384884,16.5067150721
298,35.9860417585,16.4766384884,16.5067150721
299,36.0205465167,16.5475740794,16.5067150721
300,36.0268714545,16.5559674065,16.5146966968
301,36.0695657984,16.58601049,16.5155314907
302,36.2328821102,16.6811236376,16.5358193054
303,36.2328821102,16.7440870426,16.5358193054
304,36.2522537032,16.7634586356,16.5629200699
305,36.3297881977,16.8152854373,16.618410299
306,36.3462263871,16.8317236267,16.6896313099
307,36.3462263871,16.8665403743,16.6896313099
308,36.3462263871,16.8665403743,16.6896313099
309,36.3511091312,16.8714231183,16.694514054
310,36.3511091312,16.8714231183,16.694514054
311,36.3791501273,16.8959932227,16.7190841584
312,36.3791501273,16.8959932227,16.7190841584
313,36.4341480327,16.8959932227,16.7190841584
314,36.4583691486,16.9202143386,16.7190841584
315,36.4583691486,16.9202143386,16.7245551986
316,36.4896546718,16.9514998618,16.7558407217
317,36.5365245613,16.9974514297,16.7996763157
318,36.5630053935,17.0252196137,16.8009636675
319,36.5630053935,17.0252196137,16.8009636675
320,36.5737587172,17.0297325721,16.8009636675
321,36.5737587172,17.0297325721,16.8009636675
322,36.6239190382,17.0798928931,16.8043334404
323,36.7002065992,17.1561804541,16.8139107615
324,36.7002065992,17.1561804541,16.8139107615
325,36.7211633287,17.1771371836,16.834867491
326,36.7211633287,17.1803317362,16.8380620435
327,36.7211633287,17.1803317362,16.8380620435
328,36.7995199934,17.2586884009,16.8380620435
329,36.8131567224,17.2586884009,16.8516987725
330,36.9091740511,17.2998860082,16.8821907156
331,36.9091740511,17.2998860082,16.8821907156
332,36.9250260679,17.3157380249,16.8836193939
333,36.9742613955,17.3157380249,16.8836193939
334,36.992955901,17.3424639557,16.9103453246
335,37.0050619477,17.3673129185,16.9497084194
336,37.0670367929,17.4081574179,16.9497084194
337,37.0670367929,17.4081574179,16.9497084194
338,37.0884471553,17.4295677803,16.9497084194
339,37.0884471553,17.4295677803,16.9497084194
340,37.0884471553,17.4295677803,16.9497084194
341,37.1198463201,17.4808257568,16.9674761485
342,37.126212787,17.5017090377,16.9883594294
343,37.1265098108,17.5020060615,16.9886564532
344,37.1393782119,17.5148744626,17.0195670176
345,37.2240643395,17.5801048021,17.0518916889
346,37.375997978,17.6330664784,17.119375914
347,37.3806780435,17.637746544,17.1240559796
348,37.3806780435,17.637746544,17.1240559796
349,37.4360347926,17.6931032931,17.1253416445
350,37.4797924515,17.7006686852,17.1253416445
351,37.5012115261,17.7220877599,17.1253416445
352,37.5012115261,17.7220877599,17.1253416445
353,37.5086830522,17.7295592859,17.1328131705
354,37.6410748871,17.7295592859,17.1514720621
355,37.6410748871,17.7295592859,17.1772059304
356,37.650807298,17.7386659908,17.1772059304
357,37.6592985299,17.7386659908,17.1772059304
358,37.6947114915,17.7386659908,17.1772059304
359,37.6947114915,17.7386659908,17.1772059304
360,37.7798757943,17.7849590777,17.1772059304
361,37.8801737334,17.7899158763,17.1821627289
362,37.8801737334,17.7899158763,17.1821627289
363,37.8835841411,17.7899158763,17.1821627289
364,37.9572317894,17.8354746876,17.1834435349
365,37.9572317894,17.8511881483,17.1834435349
366,37.9572317894,17.8511881483,17.1834435349
367,37.9596544041,17.8511881483,17.1834435349
368,38.0505561195,17.8786105135,17.1834435349
369,38.0505561195,17.8786105135,17.1938335592
370,38.0857673807,17.9138217747,17.1938335592
371,38.1276615968,17.9380504131,17.2287992354
372,38.1602223811,17.9409271899,17.2316760122
373,38.1633323887,17.9440371975,17.2316760122
374,38.3625781178,17.960389433,17.2480282477
375,38.3625781178,17.960389433,17.2579778636
376,38.3668627431,17.9712352845,17.2671756542
377,38.447254339,17.9865528233,17.282493193
378,38.447254339,17.9865528233,17.282493193
379,38.4787365049,18.0320103712,17.3279507408
380,38.5193856431,18.0486754749,17.3446158446
381,38.5193856431,18.0486754749,17.3446158446
382,38.6026690801,18.0486754749,17.3446158446
383,38.6293182241,18.0518953923,17.3478357619
384,38.6517941025,18.0518953923,17.3478357619
385,38.6517941025,18.0679068398,17.3638472095
386,38.6517941025,18.0679068398,17.3897913609
387,38.677601074,18.0679068398,17.3897913609
388,38.7664070603,18.0679068398,17.3897913609
389,38.7949867622,18.1047857726,17.4336691474
390,38.9193619817,18.1171160617,17.4459994365
391,38.9193619817,18.1171160617,17.4459994365
392,38.9825541368,18.1803082168,17.4533225511
393,39.0835429833,18.1942325964,17.5088522845
394,39.1032106015,18.2367177199,17.5316697898
395,39.1032106015,18.2367177199,17.5316697898
396,39.152278944,18.2577770877,17.5316697898
397,39.152278944,18.2658652587,17.5316697898
398,39.1679023514,18.2761385018,17.5419430328
399,39.2439633241,18.3026781589,17.56848269
400,39.2935085456,18.3026781589,17.56848269
401,39.3477668435,18.3026781589,17.6076580214
402,39.3562824375,18.3026781589,17.6161736154
403,39.3562824375,18.3026781589,17.6161736154
404,39.4402814302,18.3026781589,17.6161736154
405,39.4402814302,18.3026781589,17.6161736154
406,39.4498441607,18.3122408894,17.6257363458
407,39.4501269982,18.3125237269,17.6650573966
408,39.4501269982,18.3228059281,17.6753395978
409,39.450770528,18.323449458,17.6759831277
410,39.4734299087,18.323449458,17.6759831277
411,39.5126543356,18.324562578,17.6770962477
412,39.5144485382,18.3263567807,17.6788904504
413,39.5144485382,18.3263567807,17.6788904504
414,39.5959788864,18.3263567807,17.6788904504
415,39.5959788864,18.3263567807,17.6788904504
416,39.7209977902,18.3263567807,17.6788904504
417,39.7209977902,18.3263567807,17.6788904504
418,39.7866754147,18.3585666897,17.7111003594
419,39.7866754147,18.3585666897,17.7111003594
420,39.8078048457,18.3908846009,17.7145789826
421,39.9122767371,18.3908846009,17.7145789826
422,39.9122767371,18.3908846009,17.7145789826
423,39.9167674565,18.4319420131,17.7145789826
424,39.9351605796,18.4319420131,17.7145789826
425,39.9351605796,18.4319420131,17.7145789826
426,39.9351605796,18.4319420131,17.72943155
427,39.9351605796,18.4319420131,17.72943155
428,40.0076438301,18.4319420131,17.7634646192
429,40.0199887183,18.4319420131,17.7634646192
430,40.0581540958,18.4691857066,17.8060648524
431,40.0581540958,18.4691857066,17.8060648524
432,40.0596984279,18.4887124193,17.812760041
433,40.061078042,18.4977970028,17.8218446245
434,40.061078042,18.4977970028,17.8357035989
435,40.0829328296,18.4977970028,17.8357035989
436,40.1881787165,18.5024844645,17.8403910607
437,40.2191985433,18.5025706252,17.8404772213
438,40.2191985433,18.5025706252,17.8404772213
439,40.2478281626,18.5089967446,17.8431517644
440,40.258924561,18.5231508306,17.8542481628
441,40.3550807331,18.5442693658,17.8542481628
442,40.3998798167,18.5890684495,17.8542481628
443,40.4191127238,18.6083013565,17.8542481628
444,40.4313242968,18.6205129295,17.8664597358
445,40.4313242968,18.6205129295,17.8664597358
446,40.4891022761,18.6537839209,17.8664597358
447,40.4928300801,18.6575117248,17.8701875397
448,40.4950865052,18.65976815,17.8724439649
449,40.4961475177,18.6608291625,17.8724439649
450,40.5079558412,18.672637486,17.8842522884
451,40.5079558412,18.672637486,17.9113008603
452,40.5079558412,18.6787206827,17.9113008603
453,40.5241606246,18.7086986356,17.9113008603
454,40.5241606246,18.7086986356,17.9191936904
455,40.5804347826,18.7086986356,17.9191936904
456,40.5890761741,18.717340027,17.9278350819
457,40.6116928773,18.717340027,17.9278350819
458,40.6164629859,18.7221101356,17.9326051904
459,40.635535666,18.7408499297,17.9434276422
460,40.635535666,18.7408499297,17.9434276422
461,40.635535666,18.7408499297,17.9434276422
462,40.635535666,18.7408499297,17.9434276422
463,40.6362965938,18.7416108575,17.94418857
464,40.6362965938,18.7506352117,17.9532129242
465,40.6362965938,18.7506352117,17.9532129242
466,40.6530232681,18.8321399823,17.9532129242
467,40.6530232681,18.8321399823,17.9750465442
468,40.660742275,18.8321399823,17.9750465442
469,40.660742275,18.8321399823,17.9750465442
470,40.660742275,18.8321399823,17.9750465442
471,40.6985846666,18.837624954,17.9805315159
472,40.7106974544,18.837624954,17.9805315159
473,40.7106974544,18.837624954,17.9805315159
474,40.7420540316,18.837624954,17.9805315159
475,40.7606485077,18.837624954,17.9805315159
476,40.7606485077,18.837624954,17.9805315159
477,40.761749276,18.8387257223,17.9816322842
478,40.761749276,18.8387257223,17.9816322842
479,40.761749276,18.8387257223,17.9816322842
480,40.761749276,18.8387257223,17.9816322842
481,40.761749276,18.8387257223,17.9816322842
482,40.7688113151,18.8387257223,17.9816322842
483,40.7688113151,18.8387257223,17.9816322842
484,40.8298516432,18.8387257223,17.9816322842
485,40.8460630676,18.8549371467,17.9978437086
486,40.9652304673,18.8549371467,17.9978437086
487,40.9652304673,18.8549371467,17.9978437086
488,40.9676069391,18.8549371467,17.9978437086
489,40.9750296404,18.8623598481,18.0052664099
490,41.0092894225,18.9140797904,18.0052664099
491,41.0224449978,18.9140797904,18.0052664099
492,41.0224449978,18.9140797904,18.0052664099
493,41.0483540977,18.9140797904,18.0052664099
494,41.0483540977,18.9140797904,18.0052664099
495,41.0513973326,18.9171230253,18.0083096449
496,41.0519181386,18.9312576045,18.0201315156
497,41.0611760269,18.9312576045,18.0382330316
498,41.0611760269,18.9312576045,18.0382330316
499,41.0611760269,18.9312576045,18.0382330316
