Time(Iteration),WCoLinUCB,W_W0,LinUCB
0,1.73584504939,0.616510461032,2.40931319195
10,23.5727890974,5.2835807707,9.56255157208
20,31.8613658313,7.20292915708,11.1637300974
30,37.7175739799,8.22390388365,11.9603798245
40,41.4491824443,9.52371044233,13.0447651895
50,43.4951219498,10.183062135,13.5434234743
60,44.5636376293,10.9255876858,14.2349769767
70,45.3846178327,11.1438575669,14.534008653
80,46.9092136997,11.7185334437,14.7531577768
90,48.7506481609,12.733174163,14.8718820438
100,49.368446992,13.1350465474,15.056774821
110,51.1114884692,13.9325570628,15.2641497362
120,51.4229838553,14.6099850473,15.5159815671
130,51.6788843993,14.8611439994,15.6335531056
140,53.0224041473,15.7366652977,15.8602328187
150,54.5547871626,16.2633837287,15.9011705953
160,55.6416788853,16.7445135402,15.9404331556
170,55.8067915433,16.8995123102,16.011054403
180,56.1705115463,17.0343112929,16.1018572045
190,56.4689523825,17.1412132248,16.2252026845
200,56.7090197195,17.3867270903,16.3474721604
210,57.0968221134,17.4871795661,16.5598419219
220,57.4490512474,17.5266818114,16.7472767788
230,57.5541494445,17.6856024129,16.8100979478
240,57.8619954678,17.8822985397,16.9325687999
250,58.1009024246,17.9963643833,17.059389879
260,58.2306414198,18.1805747651,17.1381369593
270,58.3845689757,18.3101164124,17.2615583803
280,58.4964676241,18.4378826948,17.3453189641
290,58.5719070685,18.5802509413,17.4149027096
300,58.6401099904,18.69804949,17.5369439882
310,58.6612564376,18.8095316129,17.5580102921
320,58.755749816,18.8649476343,17.6750123431
330,58.8280068395,18.9540229064,17.7503621362
340,58.8796405478,19.0015253612,17.8148746981
350,58.9900257658,19.0567447382,17.8641363377
360,59.1420530853,19.1167311402,17.9311389873
370,59.3420445475,19.3186841232,18.0637655299
380,59.5391822493,19.3966250833,18.1288067611
390,59.6677884965,19.4952001343,18.2004479343
400,59.7386349877,19.6050873636,18.2684442293
410,59.8265063157,19.7501825008,18.369616915
420,59.8647100601,19.8195548748,18.4157219173
430,59.929905757,19.8643152039,18.4506787692
440,59.9581094977,19.8949094874,18.4557086767
450,59.9711035013,19.907903491,18.5266204112
460,60.003530801,19.9662086386,18.5737899876
470,60.0575351141,20.0052488882,18.5912624949
480,60.0865241137,20.0342378878,18.6215341558
490,60.1445900862,20.0671566865,18.6678171223
