Time(Iteration),WCoLinUCB,W_W0,LinUCB
0,1.79615244918,1.56800537373,3.04988702789
1,2.73959357582,2.64569755354,5.03029441822
2,4.52829238058,3.9148826335,7.12160614057
3,5.67806857499,5.57074667708,8.78626487488
4,6.29893174459,6.66804236675,9.59212879714
5,6.59800705592,7.36738691482,9.97422670981
6,7.53838080524,8.25776545976,10.5706283732
7,7.90838888006,8.73364179799,11.1006651034
8,8.63052047696,8.91506008959,11.5526949032
9,9.01403567651,9.1714788241,11.8240060768
10,9.30077096818,9.50734396694,12.2624988069
11,9.65201682221,9.82615643391,12.3738459182
12,10.0682433919,10.1684306656,12.49676727
13,10.6948820629,10.5734444816,12.6815198163
14,11.2013076615,10.9276934766,13.2430962444
15,11.4239102803,11.3213110947,13.2555893084
16,11.5405038699,11.8216548636,13.5844943438
17,12.215803983,12.1185322682,13.6647277742
18,12.6074629856,12.3379544888,13.7686739348
19,12.8060404839,13.0039528859,13.8815002744
20,12.9413832246,13.3802737536,13.9101015704
21,13.1133877602,13.3865953499,14.3129395673
22,13.7095268839,13.850548032,14.3983362747
23,13.8207931202,14.1078302879,14.4335214946
24,14.0603707682,14.1455525503,14.5793418707
25,14.58897365,14.3090392293,14.8189587964
26,15.0330893181,14.4069447142,14.9596617196
27,15.2178043673,14.5864279303,15.0691586847
28,15.4739913408,14.7283811873,15.0900433384
29,15.5826667554,14.7283811873,15.1154879322
30,15.6933175265,14.9252403995,15.1154879322
31,15.8855081209,14.9525147477,15.2181684789
32,16.0607879679,15.0865719843,15.2317783857
33,16.3141313848,15.1397646902,15.4555734923
34,16.8803717115,15.3048584004,15.6559741433
35,17.1504779488,15.5556490481,15.6739436667
36,17.2025259386,15.9126744625,15.8088147153
37,17.6179663253,15.9736705119,15.8135625784
38,18.1148770434,16.0162669534,15.8658913896
39,18.3406484306,16.1665554144,15.8658913896
40,18.5764010742,16.3067977616,15.9171011682
41,18.8635909192,16.355354723,15.9173082117
42,19.3140708286,16.5847488921,15.9267911775
43,19.6711909194,16.655009282,16.0059911814
44,19.7933219198,16.9064152619,16.006376414
45,20.4149247808,16.9541214752,16.009728121
46,20.4499304799,17.0356598218,16.0907814109
47,20.6456753198,17.0883457432,16.0907814109
48,20.8216967861,17.2591074127,16.1608365916
49,21.0895598606,17.2987412311,16.3015410631
50,21.3332663981,17.3269597923,16.3807546764
51,21.5505288746,17.3898710182,16.4611334432
52,21.8948333741,17.5437811806,16.5342101589
