Time(Iteration),AsyncCoLinUCBCoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,WknowThetaW
0,0.613552068963,0.306613163591,0.63546440493,0.831386160116,0.0,0.0
1,0.375605264205,0.252581537478,0.500395678048,0.617048220772,0.0,0.0
2,0.184784314809,0.212898229657,0.450604507388,0.488242813298,0.0,0.0
3,0.131145725389,0.187758172643,0.359404385862,0.424973043444,0.0,0.0
4,0.124963695558,0.194501317538,0.325537229521,0.40588014462,0.0,0.0
5,0.112917642695,0.1984844024,0.308462907495,0.376696242215,0.0,0.0
6,0.117898777137,0.21381791583,0.303187384898,0.368576912489,0.0,0.0
7,0.124926595769,0.194659795052,0.276021591564,0.366287742827,0.0,0.0
8,0.129599751333,0.182521327459,0.286915482389,0.3659577944,0.0,0.0
9,0.12974835175,0.19337776559,0.287312844043,0.365927322435,0.0,0.0
10,0.128387576424,0.204085891494,0.267209180172,0.365306319083,0.0,0.0
11,0.126694456446,0.189668897498,0.253385629245,0.366249396015,0.0,0.0
12,0.127993558667,0.195288798094,0.231912556928,0.370258711607,0.0,0.0
13,0.132799446346,0.178539271411,0.252942047206,0.365602906336,0.0,0.0
14,0.12693824176,0.152431318495,0.250744049523,0.35738569002,0.0,0.0
15,0.124543493769,0.134895180264,0.244319979285,0.350264961638,0.0,0.0
16,0.11995050101,0.156086622417,0.24417670372,0.348747033129,0.0,0.0
17,0.107525094868,0.155441930911,0.241125842608,0.337097229121,0.0,0.0
18,0.100168963101,0.131062394719,0.234504741354,0.334577274499,0.0,0.0
19,0.105910278558,0.136923584043,0.22009784346,0.339560997661,0.0,0.0
20,0.109611986553,0.178835538804,0.221507989932,0.341951950457,0.0,0.0
21,0.103577633971,0.166982121206,0.212476266083,0.325810725418,0.0,0.0
22,0.101654065539,0.139715549169,0.209654665536,0.322638262428,0.0,0.0
23,0.0958855025138,0.160791613974,0.208727369329,0.310951833578,0.0,0.0
24,0.09282564244,0.15743163223,0.202085894485,0.300519588484,0.0,0.0
25,0.0889388365645,0.158712862836,0.19632044312,0.286146580087,0.0,0.0
26,0.0898659135152,0.15448924227,0.195694964815,0.278149683031,0.0,0.0
27,0.0918073439447,0.132286652023,0.195463935474,0.278902507339,0.0,0.0
28,0.0945712021333,0.142580995787,0.198835260167,0.285765410416,0.0,0.0
29,0.0925360701966,0.149762670807,0.192948636351,0.289031028876,0.0,0.0
