Time(Iteration),WCoLinUCB,W_W0,LinUCB
Time(Iteration),WCoLinUCB,W_W0,LinUCB
0,3.49263413151,2.63369654915,2.49978007039
1,6.00328152125,4.0289442059,4.29243206933
2,7.49591808956,4.39974439885,6.27762188476
