Time(Iteration),AsyncCoLinUCB,WknowTheta,LinUCB
0,2.92583034193,1.32911068657,2.14850797916
1,5.33013577839,1.48597149129,4.71685886972
2,6.34822530297,2.86172096124,5.46558596955
3,6.73393767895,3.53789080544,6.33067138582
4,6.84270958183,3.68822111371,8.27955496155
5,7.01846880763,3.97575303891,8.39103564194
6,7.23491106351,4.11437957872,8.98472556653
7,7.38060504135,4.34952613618,9.4297432351
8,7.45737468677,4.39785839345,9.55246400194
9,7.51635198298,4.57441947271,9.55246400194
10,7.71847667475,4.84607580435,9.69968369956
11,7.76966931941,5.18644600115,9.75468304681
12,7.84931272845,5.31817601276,9.95152289334
13,8.05439185671,5.45768175722,9.96526277169
14,8.14693350189,5.56355048443,10.0445604767
15,8.21085785125,5.77551021378,10.1472158581
16,8.38186678941,5.91296014344,10.2764475558
17,8.55516568481,6.00142302231,10.4536532758
18,8.55793293992,6.15886124455,10.5665073613
19,8.56345287744,6.15886124455,10.8048975293
20,8.69288421656,6.15886124455,10.8048975293
21,8.7758936061,6.21408788127,11.11204483
22,8.84299765024,6.24243876389,11.2138090193
23,8.89104124246,6.33653017308,11.2486318383
24,8.91527122724,6.42602615756,11.2858869686
25,8.96682149807,6.51301633111,11.349553579
26,9.03138426772,6.56606397946,11.6162858244
27,9.04810543922,6.66617970859,11.7438966736
28,9.05521154195,6.75009650818,11.8349195759
29,9.05521154195,6.79971824832,11.9829552318
