Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
0,0.751408454066,0.724156264705,0.662859005064,0.705340884744,0.962496558562,0.914172072047,0.818154471707,0.962496558562,0.818154471707
10,0.453826489934,0.187125388178,0.351550321567,0.251489063266,0.82156310354,0.446449256996,0.634512128971,0.82156310354,0.634512128971
20,0.35020272237,0.128788311443,0.291232212951,0.18988298852,0.923092461338,0.362675136994,0.62990422097,0.923092461338,0.62990422097
30,0.338835230962,0.11924172427,0.234397113785,0.145723873768,0.968127615076,0.345424521019,0.578742285159,0.968127615076,0.578742285159
40,0.325117970411,0.102709073304,0.231252169355,0.123565547449,1.00644579391,0.310742341765,0.584638863434,1.00644579391,0.584638863434
50,0.324037991461,0.0842562311461,0.210855920128,0.108458479807,1.0530785689,0.291030774651,0.582873351229,1.0530785689,0.582873351229
60,0.297095357647,0.0772723403735,0.204990030127,0.0955689717081,1.06599781591,0.26759528127,0.583651917158,1.06599781591,0.583651917158
70,0.326343588172,0.0754138261451,0.204040800103,0.0934761641352,1.18389703344,0.262874004291,0.59473458174,1.18389703344,0.59473458174
80,0.288322174431,0.0730195058903,0.204302777925,0.0940831321896,1.16270294521,0.251792153603,0.609932507659,1.16270294521,0.609932507659
90,0.291530054201,0.0670332898875,0.20468428235,0.093823489695,1.22268070658,0.244356311002,0.637445425033,1.22268070658,0.637445425033
100,0.28009078707,0.0688878736125,0.178048276515,0.0869047190634,1.24337997967,0.243008411888,0.638301338517,1.24337997967,0.638301338517
110,0.260250827651,0.0667094017821,0.199717262345,0.0880380134718,1.22944765898,0.261938757196,0.661035363384,1.22944765898,0.661035363384
120,0.24601662766,0.0640086197553,0.182407508317,0.0820153896029,1.23069779604,0.260873029469,0.669616203486,1.23069779604,0.669616203486
130,0.23207952502,0.0646079651733,0.182155882325,0.0800561806353,1.23135911326,0.260931136268,0.685300199036,1.23135911326,0.685300199036
140,0.247385403438,0.0635731128516,0.154433063837,0.0779643627946,1.26425640221,0.260184996159,0.67470515179,1.26425640221,0.67470515179
150,0.250726010444,0.0656251373472,0.141482451054,0.0761591349367,1.27063136149,0.267011820283,0.670570862071,1.27063136149,0.670570862071
160,0.247868311539,0.0643666542949,0.123128797037,0.0781830333113,1.23740380913,0.26133812991,0.659361453068,1.23740380913,0.659361453068
170,0.246240575364,0.0637744642523,0.108053477615,0.0758883638711,1.311262839,0.26368070706,0.667812223133,1.311262839,0.667812223133
180,0.242796012049,0.0661352083129,0.105670869336,0.0718127970027,1.30150469073,0.26744648349,0.666914106026,1.30150469073,0.666914106026
190,0.236003447566,0.0646767370071,0.105682707954,0.0693917204948,1.29405567863,0.262943250436,0.67048247453,1.29405567863,0.67048247453
200,0.213901443331,0.0627343115819,0.0982758119605,0.069468739871,1.29249693875,0.258555532675,0.662898125263,1.29249693875,0.662898125263
210,0.191852572497,0.0624290062179,0.0902090531549,0.0682121144451,1.30667630299,0.257454684648,0.663231950684,1.30667630299,0.663231950684
220,0.175349353472,0.0624624713801,0.0860009744631,0.0678283885906,1.30567488435,0.254816219701,0.652930664659,1.30567488435,0.652930664659
230,0.172070177765,0.0625260587083,0.0915748337244,0.0690087040385,1.30624465015,0.259787950565,0.649457404267,1.30624465015,0.649457404267
240,0.178777886042,0.0611589594265,0.0878274946213,0.0687397018873,1.31438829913,0.256729406357,0.6433649554,1.31438829913,0.6433649554
250,0.167117850191,0.0590338475016,0.0818532723261,0.0665256066584,1.32053867878,0.245375632626,0.64066004243,1.32053867878,0.64066004243
260,0.164731828551,0.0551195726014,0.0839585047067,0.0645283469722,1.32461687662,0.229159071017,0.647788230267,1.32461687662,0.647788230267
270,0.151566754633,0.0545145798026,0.0835345235665,0.0650760177999,1.34872146753,0.226191218168,0.646178421204,1.34872146753,0.646178421204
280,0.154822419266,0.0547105386793,0.0853721670376,0.0658369397229,1.35475063185,0.228211998246,0.645109544596,1.35475063185,0.645109544596
290,0.160704242927,0.0559963073019,0.0840651580142,0.0653438922807,1.35479509565,0.223617316912,0.650327704303,1.35479509565,0.650327704303
300,0.156732377458,0.0589376587329,0.0855557978126,0.0631117695656,1.35334818006,0.226443067223,0.647484502939,1.35334818006,0.647484502939
310,0.155048528789,0.0550689648875,0.0881449024174,0.0611038154179,1.36074715746,0.216720774904,0.653934261046,1.36074715746,0.653934261046
320,0.143121637091,0.0544419290858,0.0938601901136,0.0598860485896,1.35188497304,0.211739331168,0.665108163714,1.35188497304,0.665108163714
330,0.13889767389,0.052106795347,0.0903698986539,0.0593249696496,1.34553666627,0.20157476765,0.671510412811,1.34553666627,0.671510412811
340,0.138525728629,0.0535292070042,0.0927154303619,0.0589214377989,1.34104748964,0.197412726353,0.671471057293,1.34104748964,0.671471057293
350,0.13516299274,0.0527783281961,0.0907862126375,0.0617685182543,1.34305041486,0.194559902465,0.672212357561,1.34305041486,0.672212357561
360,0.130366727909,0.0548705037548,0.0914518018559,0.0605294048424,1.34820786714,0.198325995971,0.681337074313,1.34820786714,0.681337074313
370,0.127103773353,0.0543362562007,0.0909210399248,0.0602738149869,1.34900059986,0.192546952429,0.6799026226,1.34900059986,0.6799026226
380,0.128594923902,0.0531625289881,0.0863093516203,0.060183601497,1.34382701589,0.191111056528,0.677245411786,1.34382701589,0.677245411786
390,0.127038105432,0.0529031576679,0.0873826591574,0.0600551649465,1.34606507831,0.190261740596,0.676941088458,1.34606507831,0.676941088458
400,0.129810198972,0.0556011680706,0.0967788528901,0.0608711717325,1.34469813152,0.193828829561,0.681581714437,1.34469813152,0.681581714437
410,0.118948924818,0.0569599574467,0.103740258402,0.0654317932822,1.34486646246,0.197654510655,0.684185154838,1.34486646246,0.684185154838
420,0.115172309007,0.0553059652718,0.10111305473,0.0615625185104,1.34399186867,0.195954642281,0.680999131549,1.34399186867,0.680999131549
430,0.111924661698,0.0532265485215,0.0930361904463,0.0597212793284,1.33462466209,0.190423933816,0.678594251582,1.33462466209,0.678594251582
440,0.111100327399,0.0561785203534,0.0929941529047,0.0633017747976,1.33236039445,0.192725169808,0.679843629726,1.33236039445,0.679843629726
450,0.109119835808,0.0549580194444,0.0941436295857,0.0612939206545,1.32458887012,0.192838439309,0.679119716888,1.32458887012,0.679119716888
460,0.0962775390792,0.0518920854414,0.0941460684182,0.0589121330421,1.32507200914,0.197363442179,0.678183448878,1.32507200914,0.678183448878
470,0.0927792594801,0.0496512318293,0.0917274614408,0.0548443511538,1.32613850256,0.19461711723,0.67640056393,1.32613850256,0.67640056393
480,0.09086418144,0.0490650138748,0.0908296967959,0.0549762963315,1.33097128072,0.192329715295,0.673938563783,1.33097128072,0.673938563783
490,0.094145859182,0.0487450219143,0.0898174019373,0.054531395008,1.33194689857,0.187667080521,0.669773277751,1.33194689857,0.669773277751
