Time(Iteration),AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,W_W0Theta,W_W0W
0,0.567489300532,0.754866859393,0.624580351906,0.789676799794,0.953198872055,0.953198872055
10,0.292968616588,0.199906362537,0.194073456181,0.432174580597,0.689790943919,0.689790943919
20,0.0806372010135,0.15696041911,0.165493188729,0.270353767222,0.711640251558,0.711640251558
30,0.0610782481076,0.134291771154,0.146844023294,0.198017554993,0.724870742067,0.724870742067
40,0.0704707622813,0.105512085677,0.122436219014,0.200012586603,0.705924793115,0.705924793115
50,0.0758564669064,0.0962444524312,0.13050285924,0.201837259071,0.688004050634,0.688004050634
60,0.0602088697686,0.0902540078676,0.129072003174,0.198706587302,0.692407218601,0.692407218601
70,0.0628587049499,0.114683356508,0.122740747716,0.222695418417,0.695775195174,0.695775195174
80,0.0516386583555,0.107298772671,0.124985526554,0.196851266974,0.701882679885,0.701882679885
90,0.0442119799286,0.103958755256,0.109807750331,0.175085310639,0.712642471709,0.712642471709
100,0.0446471207533,0.0911236413207,0.103833479435,0.171606588978,0.719850126438,0.719850126438
110,0.0461106865386,0.0802112808036,0.100455409736,0.185628701229,0.702154514933,0.702154514933
120,0.04549941702,0.0909629419175,0.104076210434,0.187571945118,0.70639143049,0.70639143049
130,0.0458018690093,0.0967311173266,0.104022460629,0.189816877994,0.703504517369,0.703504517369
140,0.0392410380597,0.0924741027832,0.096002133744,0.167436709568,0.708514904725,0.708514904725
150,0.0375544912753,0.0794327070806,0.0884922391055,0.16451534963,0.705184983239,0.705184983239
160,0.0404607926421,0.08305737063,0.0904437969034,0.165430443111,0.714082669045,0.714082669045
170,0.0374775476327,0.0813364670221,0.0929743026733,0.153961839423,0.717177117647,0.717177117647
180,0.0312880774885,0.0795057462693,0.0958208741431,0.140084733337,0.710306215029,0.710306215029
190,0.033416646567,0.0793960663104,0.094368271811,0.146647075316,0.70908795709,0.70908795709
200,0.0405911398244,0.0868005830693,0.0957026581784,0.165934211296,0.710610272601,0.710610272601
210,0.0379336486522,0.0866528794515,0.091055854414,0.154452327964,0.71105900746,0.71105900746
220,0.0393660531647,0.0820604714003,0.0861834977008,0.153716204957,0.711698390504,0.711698390504
230,0.0410290154217,0.083828452595,0.0845993086537,0.162836403462,0.715943479771,0.715943479771
240,0.0385637840038,0.084801022806,0.083649782753,0.151352017513,0.714319191703,0.714319191703
250,0.0375227177147,0.0821227702285,0.0827255774058,0.147955569878,0.717421504193,0.717421504193
260,0.0380964125392,0.085101407848,0.083371976724,0.15009049429,0.717007257725,0.717007257725
270,0.0405605570898,0.0820581156286,0.0827096304697,0.149485888636,0.714205555151,0.714205555151
280,0.039094646771,0.0787926671799,0.0833702884007,0.154855337409,0.714805398213,0.714805398213
290,0.0392211408547,0.0766866914436,0.0815366398726,0.154279614694,0.713104652412,0.713104652412
