Time(Iteration),WCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
0,0.725550675562,0.525467914036,0.635978824276,0.957385856962,0.766923358972,0.957385856962,0.766923358972
10,0.412186658402,0.297534143208,0.214275519774,0.855331384735,0.672106701438,0.855331384735,0.672106701438
20,0.296874282891,0.242677526417,0.162448133039,0.837497904769,0.706191682769,0.837497904769,0.706191682769
30,0.276307451458,0.210452204953,0.156796652469,0.840412297518,0.700621375948,0.840412297518,0.700621375948
40,0.276134451018,0.181499631924,0.137571908891,0.821695457476,0.687031229194,0.821695457476,0.687031229194
50,0.15929494105,0.144931333792,0.137180559564,0.906148702877,0.658780532685,0.906148702877,0.658780532685
60,0.142589985351,0.123955329824,0.130852294828,0.890623868064,0.677549761832,0.890623868064,0.677549761832
70,0.173476751773,0.126128302653,0.12024897917,0.934176008507,0.657555827727,0.934176008507,0.657555827727
80,0.155172966184,0.123484340209,0.0928446705553,0.911898606495,0.689365995471,0.911898606495,0.689365995471
90,0.149310950479,0.115414995095,0.0990805909276,0.968518581271,0.680767849268,0.968518581271,0.680767849268
100,0.126191957125,0.0999355859827,0.101188303054,0.971582354487,0.679914587788,0.971582354487,0.679914587788
110,0.126988894023,0.0824945235614,0.093979239757,1.04298981604,0.676888183213,1.04298981604,0.676888183213
120,0.109287079828,0.0874906702387,0.0911475761276,1.03623402189,0.672528248399,1.03623402189,0.672528248399
130,0.107502791473,0.0852110055474,0.0818551750027,1.00855891382,0.675502497594,1.00855891382,0.675502497594
140,0.162041896008,0.0988350965287,0.0701757483678,1.04219338238,0.672456528379,1.04219338238,0.672456528379
150,0.146374922607,0.0903706874316,0.0691164627802,1.10153228866,0.669650829686,1.10153228866,0.669650829686
160,0.137298113302,0.0786508281478,0.0679068034791,1.07306210857,0.667147211271,1.07306210857,0.667147211271
170,0.134229505158,0.079556975755,0.0696254270386,1.04576606121,0.668642830566,1.04576606121,0.668642830566
180,0.102605997598,0.074069704401,0.0691596710326,1.03659988212,0.671106388595,1.03659988212,0.671106388595
190,0.0952515572991,0.0734743554721,0.069615411946,1.03160220922,0.669149356877,1.03160220922,0.669149356877
200,0.0862985452618,0.0696854433344,0.0700046954801,1.02151826406,0.661450554393,1.02151826406,0.661450554393
210,0.0851079603781,0.0723557744974,0.073522861953,1.01517090561,0.659792739902,1.01517090561,0.659792739902
220,0.0871428074104,0.0763105270278,0.0749671210616,1.01523236449,0.662560789154,1.01523236449,0.662560789154
230,0.091289567376,0.0796599276097,0.0706932694436,1.01233313419,0.662868980152,1.01233313419,0.662868980152
240,0.082283302629,0.0783747461042,0.0702026359481,1.00968902212,0.664934629608,1.00968902212,0.664934629608
250,0.0932716627473,0.0791332179132,0.0725000402061,1.00887714531,0.665530876486,1.00887714531,0.665530876486
260,0.0884837102199,0.0800099279048,0.0737327112567,1.01147249232,0.670403264463,1.01147249232,0.670403264463
270,0.0791554610031,0.075316495321,0.0657757761438,1.02130919193,0.668559778754,1.02130919193,0.668559778754
280,0.0741503120036,0.0787317200569,0.0656531038719,1.0262142391,0.674922152584,1.0262142391,0.674922152584
290,0.075076363731,0.0768800529938,0.0642175025641,1.02513176803,0.673992621393,1.02513176803,0.673992621393
300,0.0779903806884,0.0762597041517,0.0615905178433,1.03338700079,0.673675591864,1.03338700079,0.673675591864
310,0.0813547641193,0.074379814493,0.0613050150825,1.02897012638,0.672653913698,1.02897012638,0.672653913698
320,0.0797885024286,0.0659525862941,0.0567861549276,1.02395946885,0.669184641317,1.02395946885,0.669184641317
330,0.0738871820872,0.061302915861,0.0546114065484,1.02113656941,0.670006522232,1.02113656941,0.670006522232
340,0.0745779982617,0.0562273718215,0.0508867601759,1.0249349913,0.668342679651,1.0249349913,0.668342679651
350,0.0810802773845,0.0560039731005,0.0522461932768,1.03177673208,0.667586030892,1.03177673208,0.667586030892
360,0.076487910314,0.0574321461618,0.0533213799746,1.03519392189,0.668435739786,1.03519392189,0.668435739786
370,0.0774471862881,0.0592959835224,0.0549603035767,1.04318230663,0.669622491281,1.04318230663,0.669622491281
380,0.0793343911421,0.0594242334266,0.0538660273075,1.04711370672,0.670996095093,1.04711370672,0.670996095093
390,0.0742023591941,0.0579394268583,0.0510697995392,1.04086616194,0.671403717144,1.04086616194,0.671403717144
400,0.0745203835836,0.058424861736,0.0521192669121,1.0473624716,0.672110091353,1.0473624716,0.672110091353
410,0.0805890528912,0.0557991627048,0.0512577124122,1.05652683926,0.675411821952,1.05652683926,0.675411821952
420,0.0740721311629,0.0570168994911,0.0509278984741,1.04623539914,0.672797554476,1.04623539914,0.672797554476
430,0.0764824163504,0.0543065580127,0.0488922927007,1.04766272156,0.672563065929,1.04766272156,0.672563065929
440,0.073321927427,0.052313201519,0.0478025464432,1.04714641104,0.671833345079,1.04714641104,0.671833345079
450,0.0699973586568,0.0484227629274,0.0460844673034,1.04613940998,0.668926651948,1.04613940998,0.668926651948
460,0.0694262049629,0.0472219949869,0.0447020604424,1.04581769764,0.667682258499,1.04581769764,0.667682258499
470,0.0702680851749,0.048088485812,0.0439973172166,1.04820321275,0.668621048483,1.04820321275,0.668621048483
480,0.0735127870238,0.0501382290126,0.0431790620579,1.05370392968,0.669400179007,1.05370392968,0.669400179007
490,0.0727472698449,0.0513714603428,0.0433957457558,1.05138566482,0.670067687209,1.05138566482,0.670067687209
