Time(Iteration),WCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
0,0.776271679228,0.495179366422,0.684712585695,0.97999467451,0.956287292546,0.97999467451,0.956287292546
10,0.596131531172,0.248641001319,0.248607812741,0.920941067017,0.915122893946,0.920941067017,0.915122893946
20,0.527611165832,0.180177138321,0.190268497541,0.916151242097,0.902982789631,0.916151242097,0.902982789631
30,0.532989300408,0.135652487272,0.180542924084,0.91636096093,0.902096405951,0.91636096093,0.902096405951
40,0.465423657484,0.13869147944,0.167659874971,1.00565696379,0.898881361484,1.00565696379,0.898881361484
50,0.390870909709,0.121246193104,0.159547735053,1.0671801249,0.89200896941,1.0671801249,0.89200896941
60,0.323141641411,0.116509917465,0.150689349557,1.09540064393,0.894748250569,1.09540064393,0.894748250569
70,0.276848742568,0.0974769763698,0.144612550157,1.08720356286,0.898692895444,1.08720356286,0.898692895444
80,0.269598735517,0.0913527937798,0.129665203995,1.07612263633,0.901846458611,1.07612263633,0.901846458611
90,0.277982693359,0.0964258808963,0.116685070505,1.12304988655,0.907258698321,1.12304988655,0.907258698321
100,0.269410939411,0.0699682152309,0.11210199942,1.10024055655,0.90611394401,1.10024055655,0.90611394401
110,0.241569435407,0.0662383478415,0.110904951549,1.10733468945,0.909485441624,1.10733468945,0.909485441624
120,0.241218751475,0.0616606562983,0.108261211828,1.10842063421,0.909874133039,1.10842063421,0.909874133039
130,0.238019681123,0.0718539176831,0.10544107777,1.17249072683,0.913061321929,1.17249072683,0.913061321929
140,0.183962319163,0.0630458230154,0.0974607388146,1.13152329161,0.911996203909,1.13152329161,0.911996203909
150,0.182806391313,0.0631077551843,0.0846949421349,1.1225029297,0.907654859878,1.1225029297,0.907654859878
160,0.164953842835,0.0605974022339,0.0826529220621,1.14366265546,0.909378069343,1.14366265546,0.909378069343
170,0.118178310283,0.0612935880716,0.0745150622753,1.13243452066,0.908728613621,1.13243452066,0.908728613621
180,0.0931349495455,0.0603687384872,0.0713882363619,1.14007936555,0.90759255313,1.14007936555,0.90759255313
190,0.096718884992,0.0693160521407,0.0688556470406,1.14349887355,0.908642526886,1.14349887355,0.908642526886
200,0.101218752215,0.0709158137196,0.0638767237598,1.14579071219,0.905008668516,1.14579071219,0.905008668516
210,0.0967995539368,0.0703576432417,0.0652385627119,1.15172769176,0.904296627657,1.15172769176,0.904296627657
220,0.092667073741,0.0657328292872,0.0645058657213,1.15752187947,0.903963862366,1.15752187947,0.903963862366
230,0.0844886392012,0.0660071408973,0.0608183679092,1.1658731522,0.903843288394,1.1658731522,0.903843288394
240,0.0840352949961,0.0620174807177,0.0610460910887,1.1620778713,0.905256516729,1.1620778713,0.905256516729
250,0.0923938302665,0.0658244579001,0.0611599165263,1.16007319603,0.906285494687,1.16007319603,0.906285494687
260,0.0860515490594,0.0640350108012,0.0583147522003,1.16143022036,0.905393896647,1.16143022036,0.905393896647
270,0.0812773664742,0.0605650421673,0.0565734094746,1.17108311493,0.905218427152,1.17108311493,0.905218427152
280,0.0760482297881,0.0615057439455,0.0540742372221,1.17326621961,0.905463001388,1.17326621961,0.905463001388
290,0.0769075447984,0.0564065350298,0.0495540052351,1.17852217441,0.906604908219,1.17852217441,0.906604908219
300,0.0809862682808,0.0563158559572,0.0501213072053,1.18414819794,0.90875860653,1.18414819794,0.90875860653
310,0.0795139021916,0.0516064943299,0.0467086227532,1.18007666194,0.908006651047,1.18007666194,0.908006651047
320,0.0765225428779,0.048834156496,0.0446509433808,1.18894659164,0.908026607746,1.18894659164,0.908026607746
330,0.0755987218549,0.0467680796436,0.0397376160038,1.19380008173,0.908245383628,1.19380008173,0.908245383628
340,0.0738321248361,0.0427789152894,0.0360552859475,1.18612535962,0.907470382782,1.18612535962,0.907470382782
350,0.0727666784454,0.0355845697751,0.0355912773274,1.19039697817,0.908008232148,1.19039697817,0.908008232148
360,0.0751571125429,0.0361779565955,0.035639513232,1.18345547001,0.90786036977,1.18345547001,0.90786036977
370,0.0783391624709,0.036197927447,0.0351452026006,1.1853054129,0.906543588256,1.1853054129,0.906543588256
380,0.0751000103249,0.0348532053772,0.0348459801931,1.18392624321,0.906813025204,1.18392624321,0.906813025204
390,0.0748697469018,0.0399562301413,0.0363802017508,1.18760776767,0.907925307344,1.18760776767,0.907925307344
400,0.0767608167753,0.0373299590754,0.0381607079261,1.1894298658,0.907592427324,1.1894298658,0.907592427324
410,0.0760018057035,0.0356007813619,0.0378487896643,1.19024181935,0.906921987095,1.19024181935,0.906921987095
420,0.0744833161073,0.0355593537035,0.0359100454078,1.18847899681,0.90758715846,1.18847899681,0.90758715846
430,0.0780269087932,0.0380493733876,0.0386909183766,1.19524839695,0.907941910841,1.19524839695,0.907941910841
440,0.0744126804025,0.0406015158506,0.03875797532,1.19422586235,0.908246937458,1.19422586235,0.908246937458
450,0.0676656772647,0.0382057422509,0.0377676403818,1.19031555296,0.907592954973,1.19031555296,0.907592954973
460,0.0674169285425,0.0393940271694,0.0380040245988,1.18721145592,0.908464445288,1.18721145592,0.908464445288
470,0.0658905536367,0.0399297926684,0.0381016956454,1.18546643054,0.908151824909,1.18546643054,0.908151824909
480,0.0662008933324,0.0376388901138,0.0366398954159,1.18822597565,0.90730710705,1.18822597565,0.90730710705
490,0.0704754505594,0.0372666992115,0.0360655298292,1.18766939707,0.908509173545,1.18766939707,0.908509173545
