Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.315239060319,0.629441459951,0.0,0.0
1,0.28598371221,0.486473336411,0.0,0.0
2,0.249906207119,0.438375151222,0.0,0.0
3,0.158181693875,0.358231670698,0.0,0.0
4,0.139658888723,0.299759817894,0.0,0.0
