Time(Iteration),WCoLinUCB,AsyncCoLinUCB,W_W0,WknowTheta,LinUCB
Time(Iteration),WCoLinUCB,AsyncCoLinUCB,W_W0,WknowTheta,LinUCB
0,1.00314940728,1.00314940728,0.875216263398,0.980111728856,2.99582880802
10,11.0271355073,3.38138117067,4.02286242676,5.69205324338,12.250948508
20,18.9253797092,3.97906878927,6.48052945667,6.85719883124,13.4037248109
30,22.2901176716,4.37408274767,7.98920550267,7.52953711027,13.8408746943
40,23.6940666995,4.47224288084,8.80319613381,7.90779001846,14.1596645824
50,24.7518574867,4.66255718798,9.32105835301,8.19353447006,14.3718761354
60,25.6212766433,4.72054350272,9.98126901565,8.48737296219,14.6473167391
70,26.465652334,4.74302658773,10.4292523966,8.65382290017,14.9620143243
80,27.9093593848,4.75319089994,11.17106985,8.85431618218,15.2202070901
90,28.6562701378,4.76619350687,11.9421649875,9.08624592723,15.4101078669
100,29.2376791828,4.85724667419,12.8335051994,9.21190349478,15.6025164015
110,30.405777813,4.90502407505,13.4650440626,9.49380949705,15.8903136668
120,31.922568054,4.92425999804,13.8345937625,9.68043744101,16.0025353124
130,32.4862748236,4.9409094124,14.3610901433,9.87117091471,16.2055621955
140,32.9972067287,4.99983302505,14.5849441463,9.96839591782,16.3294758186
150,33.3549010358,5.07295451245,15.1030516996,10.2028435648,16.5624700791
160,34.4390110558,5.11034718079,16.0722555377,10.4792532281,16.7714340612
170,35.0487866819,5.1201921101,16.5491200499,10.5472494237,16.9956906849
180,35.425664775,5.15818254832,17.0032875714,10.6478364223,17.0878286165
190,36.4620158972,5.17503071446,17.4752547385,10.8037095654,17.1942463204
200,36.9336443179,5.1945720431,17.6402913484,10.8895810849,17.2009624327
210,37.8981711171,5.21677249134,17.9994664563,11.0093551089,17.2686052127
220,38.3256376693,5.27632274727,18.1909369779,11.1962595706,17.4672622306
230,38.7418778799,5.28580359267,18.4623597368,11.3542674995,17.6360481351
240,39.030570562,5.32716183656,18.5613921837,11.3856386507,17.7184576228
250,39.2054897924,5.3370724383,18.7112148898,11.4706819017,17.8049352096
260,39.6257354852,5.35033870372,18.8629753056,11.569046318,17.8808293538
270,39.8159907526,5.37952214786,19.0213328811,11.6862226787,17.9137509868
280,40.0548194028,5.40123122262,19.1693400306,11.8357292436,18.0627585467
290,40.2916324604,5.41028149889,19.3675413466,11.9764331694,18.2040152027
