Time(Iteration),AsyncCoLinUCBCoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,WknowThetaW
0,0.605467580434,0.32920296795,0.597349071593,0.812780372443,0.0,0.0
1,0.427479241783,0.27090366823,0.541453119485,0.682694864166,0.0,0.0
2,0.303593972044,0.235753901101,0.413025765257,0.569521621118,0.0,0.0
3,0.300857760675,0.243196368958,0.402506909616,0.544267667495,0.0,0.0
4,0.272061679619,0.212552501058,0.350892219542,0.489409135727,0.0,0.0
5,0.211184337393,0.2417527038,0.315987980215,0.427546900511,0.0,0.0
6,0.17672343644,0.212130397619,0.294865495845,0.394096457344,0.0,0.0
7,0.121781057848,0.199590905491,0.291869367326,0.380381892523,0.0,0.0
8,0.100610007823,0.198431463872,0.245202009929,0.345967547696,0.0,0.0
9,0.100495348666,0.180346935885,0.239020224642,0.33577582761,0.0,0.0
10,0.0969759144896,0.178443450302,0.230057668609,0.317738767245,0.0,0.0
11,0.069513276683,0.159124420124,0.207381322748,0.289191726211,0.0,0.0
12,0.0752242246062,0.160487355347,0.205062454545,0.30012708244,0.0,0.0
13,0.0719429821256,0.161384239869,0.196017684824,0.301174920592,0.0,0.0
14,0.0726423843646,0.162767232722,0.199957824341,0.29880972018,0.0,0.0
15,0.0752747082502,0.172747821238,0.184586044809,0.301747919999,0.0,0.0
16,0.0829524322782,0.169333288309,0.185428062313,0.312792983524,0.0,0.0
17,0.0802974691629,0.161409105894,0.178475958808,0.3101396582,0.0,0.0
18,0.0797518362863,0.160958379393,0.173360001253,0.312964131296,0.0,0.0
19,0.0818886676349,0.158768320669,0.176306960583,0.31607229716,0.0,0.0
20,0.0805753330492,0.157224615358,0.17676158083,0.318658582417,0.0,0.0
21,0.0774036338484,0.157527159494,0.166137860404,0.321396776924,0.0,0.0
22,0.0735531030612,0.155336533891,0.164810519363,0.308601537289,0.0,0.0
23,0.0746106165795,0.158831969656,0.161554651075,0.31022884721,0.0,0.0
24,0.0748262565636,0.155848109819,0.157238277565,0.312948458308,0.0,0.0
25,0.074300730931,0.152112393747,0.1502076504,0.309986831599,0.0,0.0
26,0.0733616902435,0.150322080372,0.15188660102,0.310266224802,0.0,0.0
27,0.0830496948268,0.154003746482,0.154180356041,0.321796325996,0.0,0.0
28,0.0758548648294,0.142621997487,0.166904582075,0.316177151444,0.0,0.0
29,0.0729576537003,0.148045409032,0.158699087217,0.310614073687,0.0,0.0
