Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.460406290805,0.665403464596,0.0,0.0
10,1.23090244895,0.232937606954,0.0,0.0
20,1.41090476738,0.171019753317,0.0,0.0
30,1.18754436563,0.14740526651,0.0,0.0
40,1.10292342705,0.134352672242,0.0,0.0
