Time(Iteration),WknowTheta,LinUCB
0,0.998160774572,2.12524093465
1,2.59031555927,5.14341172483
2,4.7003276794,6.39903104708
3,6.4897388445,8.1755744963
4,8.5197587317,9.69508442826
