Time(Iteration),AsyncCoLinUCBCoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,WknowThetaW
0,0.542427705835,0.308172919362,0.583576000683,0.805609725847,0.0,0.0
10,0.206162400035,0.127917777052,0.188005533744,0.45436863666,0.0,0.0
20,0.0697114355485,0.124041575372,0.154800850646,0.288906495528,0.0,0.0
30,0.0714843931674,0.135334208515,0.136966787871,0.240632240439,0.0,0.0
40,0.0753453160277,0.136585695338,0.115899144986,0.221644755362,0.0,0.0
50,0.052924176892,0.117417541291,0.111656842076,0.206890728683,0.0,0.0
60,0.0526552155429,0.102909622515,0.101708036072,0.224217832369,0.0,0.0
70,0.0515295282125,0.118282043831,0.0875890917233,0.218918794883,0.0,0.0
80,0.0444724968833,0.151788980803,0.0928781649173,0.201182504944,0.0,0.0
90,0.0441896985106,0.131742427252,0.087299923677,0.185479894073,0.0,0.0
100,0.0408916182599,0.119405292296,0.0861076972547,0.164493785991,0.0,0.0
110,0.0385470061194,0.135728475927,0.0918383605218,0.165390592319,0.0,0.0
120,0.0422070174237,0.140370245549,0.0902997217545,0.176712785734,0.0,0.0
130,0.0406618368399,0.149322567259,0.0905791923199,0.171213911141,0.0,0.0
140,0.0409248346511,0.154544199313,0.0928093953306,0.160954870751,0.0,0.0
150,0.0451053727634,0.160629512915,0.0909687005239,0.167752380698,0.0,0.0
160,0.0377993448505,0.147920572866,0.0850868963491,0.171414721571,0.0,0.0
170,0.0369066546935,0.142320797445,0.0821953642408,0.174952648786,0.0,0.0
180,0.0368926443109,0.140227581279,0.0788991100147,0.164769567659,0.0,0.0
190,0.0386256308996,0.134789298116,0.080612247038,0.171713559227,0.0,0.0
200,0.0383828584028,0.145335248976,0.0828079721082,0.177546222005,0.0,0.0
210,0.0387782047308,0.15651462005,0.0737965091858,0.178558660298,0.0,0.0
220,0.0370480102785,0.152127876804,0.0678175163508,0.167159557399,0.0,0.0
230,0.035235909246,0.155611091265,0.0698039881891,0.173803240117,0.0,0.0
240,0.0330499686232,0.175527795909,0.0658788021554,0.174929053104,0.0,0.0
250,0.0312131228435,0.175150112037,0.061088923007,0.158623163812,0.0,0.0
260,0.0313834895393,0.177155399277,0.0628563568892,0.155194244035,0.0,0.0
270,0.0318281560562,0.165175605324,0.0640709569481,0.158395565704,0.0,0.0
280,0.0299715299484,0.15842144916,0.0627629705296,0.153214453577,0.0,0.0
290,0.0300563729679,0.158015297821,0.0654817996679,0.160070628207,0.0,0.0
300,0.0309388195553,0.152652231204,0.063955825446,0.165754149325,0.0,0.0
310,0.0309192602466,0.157316417219,0.0637234486238,0.164767894051,0.0,0.0
320,0.0296331653655,0.142643708577,0.0653098923981,0.168770990856,0.0,0.0
330,0.0279150820158,0.133163276984,0.0642153015895,0.159748190007,0.0,0.0
340,0.0257231467453,0.137811106309,0.0632018573219,0.148337413416,0.0,0.0
350,0.0257476961709,0.14610901166,0.0596716627635,0.143871753934,0.0,0.0
360,0.0274663683478,0.148831888419,0.0609418316221,0.148745386337,0.0,0.0
370,0.0266263284379,0.157796663912,0.0598320521461,0.146563283444,0.0,0.0
380,0.0275587749049,0.13933158039,0.0582384797395,0.14685345518,0.0,0.0
390,0.027098986239,0.16917323093,0.0549584588425,0.144444131476,0.0,0.0
400,0.0280883679145,0.176189183088,0.0538916031663,0.142701534601,0.0,0.0
410,0.0281898134961,0.17174628643,0.0550716140782,0.144144770818,0.0,0.0
420,0.0284210201103,0.162323228143,0.0563292729342,0.146502363754,0.0,0.0
430,0.0281637158089,0.152008367039,0.0573758625106,0.148864397795,0.0,0.0
440,0.0270458752581,0.177107961049,0.057365806119,0.140543425443,0.0,0.0
450,0.0253342384378,0.174008630482,0.0553368429412,0.13000708744,0.0,0.0
460,0.0263240118286,0.153249056114,0.0566002821699,0.134328379518,0.0,0.0
470,0.0255913462744,0.141628591429,0.0567807468853,0.129353370929,0.0,0.0
480,0.02563710062,0.138835751937,0.0551034391409,0.127317029612,0.0,0.0
490,0.0270584206451,0.146617798405,0.0558730020206,0.125847275398,0.0,0.0
