Time(Iteration),AsyncCoLinUCB,WknowTheta,LinUCB
0,1.1299849867,0.802332213638,1.96176309291
10,4.56245636576,5.65735285269,7.76253978896
20,5.25568737537,6.79364363887,9.26299880997
30,5.46652396963,7.59025689758,9.88269431613
40,5.71525556965,8.81111274915,10.8100555204
50,5.79162778984,9.13612843539,11.3844985216
60,5.86479670624,9.74830412276,11.9105378019
70,6.01453650185,10.2154615522,12.2174651232
80,6.12848959512,11.1399366559,12.703864623
90,6.25060112231,11.9116330395,12.975907239
100,6.32342798965,12.3127010598,13.3877288985
110,6.36667066558,12.7690618915,13.5447014681
120,6.51119144555,13.2771212834,14.0606162129
130,6.61184784123,14.4088452654,14.3042452465
140,6.71168913265,14.6238651899,14.5104712389
150,6.74115487106,15.1470745901,14.5564565461
160,6.81073656773,15.8524107513,14.7378178874
170,6.90739455798,16.7794014436,14.9995209905
180,7.01294872493,17.3067703616,15.1562973933
190,7.11341187004,17.7978991321,15.3262024943
200,7.16451912324,18.0206259906,15.4267799862
210,7.29851812369,18.4508486619,15.7987330381
220,7.3783646659,18.8736887394,15.9180717836
230,7.43627751221,19.4265340702,16.1031395327
240,7.5366471754,20.0153523453,16.350387709
250,7.58856477031,20.8369349355,16.4800037034
260,7.61071810001,21.3399157754,16.5819447726
270,7.61768551581,22.1493393305,16.7077065583
280,7.64178931505,22.5814401499,16.778673474
290,7.67773141497,23.1789891138,16.9061814703
300,7.73970488253,23.5881569915,17.0021144294
310,7.76245086572,23.9040489046,17.0409090777
320,7.79166285532,24.3799373227,17.1999650665
330,7.83265351823,25.1118133722,17.3032453308
340,7.89439172093,25.3560206107,17.3811480883
350,7.91025589855,25.6251972338,17.4324841714
360,7.9147954234,26.035516269,17.462788972
370,7.95227926503,26.269252723,17.581842776
380,8.01160555871,26.4774197724,17.6449733028
390,8.08386312371,26.9411803451,17.7812293986
400,8.10290598488,27.4766909261,17.8407560238
410,8.11229270688,27.8443659889,17.8881846158
420,8.1258114397,28.2569691998,17.9064729897
430,8.14213136198,28.466556912,17.9309181635
440,8.16269862941,28.7524975899,18.002080505
450,8.19104012673,29.2564223815,18.0846162713
460,8.19912509564,29.6326219097,18.177579199
470,8.22016195457,29.9097756764,18.276295533
480,8.23205072437,30.022334973,18.3296999367
490,8.24605119744,30.1550574795,18.4572817406
