Time(Iteration),AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,W_W0Theta,W_W0W
0,0.592144754883,0.710201496331,0.681580442474,0.834408530336,0.899324387552,0.899324387552
10,0.15330913723,0.308264332657,0.213897596256,0.418253887238,0.711932892159,0.711932892159
20,0.133378518805,0.183070690639,0.199764867481,0.374884350042,0.696954867324,0.696954867324
30,0.124752544593,0.160840893765,0.184791862673,0.338292599756,0.677085177331,0.677085177331
40,0.100241897928,0.123734656079,0.162118848999,0.312425662896,0.661187835082,0.661187835082
50,0.091449678365,0.0867324626843,0.146495552149,0.270050615745,0.655055172349,0.655055172349
60,0.0809314306703,0.0777535250277,0.12841717103,0.235657374597,0.656711439253,0.656711439253
70,0.0839502566186,0.0923638977777,0.120749550484,0.215701092453,0.663008590803,0.663008590803
80,0.0832565092697,0.110290004227,0.107959752305,0.215603589066,0.664777320077,0.664777320077
90,0.0823154554581,0.0937222588356,0.10917697074,0.212841692871,0.673178199074,0.673178199074
100,0.0833673187699,0.0951872789769,0.103260972763,0.210637922992,0.677557518934,0.677557518934
110,0.0840176997271,0.0939973490973,0.110812155422,0.197354150438,0.677622012765,0.677622012765
120,0.0767566550914,0.0832483646554,0.104804728208,0.194781227886,0.671319388081,0.671319388081
130,0.0792139704936,0.106736990565,0.105365064073,0.193886382511,0.683079578954,0.683079578954
140,0.0807939610923,0.0935887484667,0.0999844508574,0.181774948114,0.682168763351,0.682168763351
150,0.0761030993109,0.0889204598397,0.0878168396972,0.188063938992,0.676368038277,0.676368038277
160,0.0622905330993,0.083725900758,0.0730656369456,0.179267976944,0.673280644048,0.673280644048
170,0.0579124064925,0.083723569981,0.0722080358207,0.173363429154,0.672741663021,0.672741663021
180,0.0631619110394,0.0756797017848,0.0680052773017,0.165198574962,0.669235703958,0.669235703958
190,0.0643502978384,0.0739074822789,0.0693046368515,0.159688070043,0.669807049402,0.669807049402
200,0.0617338005666,0.0701645817688,0.0677700262741,0.168704668182,0.665602024754,0.665602024754
210,0.0634009164555,0.0682373793927,0.0649989200081,0.171937079904,0.66495534102,0.66495534102
220,0.0599087926159,0.0639359518828,0.0644596857757,0.173660836913,0.667627908447,0.667627908447
230,0.0604398828864,0.062578770533,0.0617330877455,0.178841960028,0.666782494466,0.666782494466
240,0.0601879676509,0.0539927229046,0.0596444251595,0.181461770997,0.660511936935,0.660511936935
250,0.0561006275903,0.0517027970955,0.0541240950316,0.180715647063,0.660459573419,0.660459573419
260,0.0506226402083,0.0474104591583,0.0530944564284,0.182808036404,0.657605595151,0.657605595151
270,0.0488703248415,0.0469319721476,0.0477686183305,0.176343494221,0.659640774737,0.659640774737
280,0.04900945127,0.0454919898438,0.0480145205146,0.17518205173,0.660682911344,0.660682911344
290,0.0508399505944,0.0490617549478,0.0485590403783,0.181162717391,0.663922007247,0.663922007247
