Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,WknowThetaCoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,WknowThetaTheta,W_W0Theta,WCoLinUCBW,WknowThetaW,W_W0W
0,0.755018712691,0.688289428522,0.720921758988,0.296828003737,0.679980137416,0.983117330553,0.861585517823,0.0,0.876658189548,0.983117330553,0.0,0.876658189548
10,0.511883980728,0.114203233511,0.193199802229,0.240870141641,0.269612065638,0.96463856359,0.333022739452,0.0,0.616906816344,0.96463856359,0.0,0.616906816344
20,0.430058615778,0.064696127211,0.176858017043,0.198668393495,0.166954255111,0.934500145188,0.234096760097,0.0,0.57504310701,0.934500145188,0.0,0.57504310701
30,0.396693742483,0.0578801606652,0.151565890418,0.157604019345,0.147126022379,0.92619455106,0.210492933715,0.0,0.574298947584,0.92619455106,0.0,0.574298947584
40,0.370496066434,0.0569650270796,0.147134622318,0.129215635792,0.133983331182,0.954123312127,0.197952857293,0.0,0.573642264993,0.954123312127,0.0,0.573642264993
50,0.347313119533,0.0616350047941,0.126896180095,0.116033557707,0.122170368941,0.976946372252,0.222209007179,0.0,0.585095635517,0.976946372252,0.0,0.585095635517
60,0.315201886213,0.0668041359805,0.111725973352,0.120666921729,0.125750136646,0.978447954116,0.232985706892,0.0,0.586709959648,0.978447954116,0.0,0.586709959648
70,0.259548638247,0.0647013141171,0.118192337225,0.118290202995,0.12600538895,1.02190281457,0.241156684411,0.0,0.572757157099,1.02190281457,0.0,0.572757157099
80,0.219199658795,0.0573508238262,0.105768027159,0.11316821174,0.112589696775,1.01602301667,0.222373197105,0.0,0.575869211081,1.01602301667,0.0,0.575869211081
90,0.210677616286,0.0531678401509,0.10017599882,0.106274855214,0.110893368161,1.03855691066,0.223264752912,0.0,0.567527308169,1.03855691066,0.0,0.567527308169
100,0.226513592927,0.0550562159587,0.0931786425203,0.0977949932774,0.11040124955,1.03756057078,0.224938870473,0.0,0.568364836312,1.03756057078,0.0,0.568364836312
110,0.174417778146,0.0528791708538,0.110930250986,0.104824585204,0.103410143736,1.03906975697,0.226800039247,0.0,0.5767621521,1.03906975697,0.0,0.5767621521
120,0.153559603489,0.0534386118526,0.0974146321151,0.104028573721,0.101051237235,1.04251636153,0.239650175748,0.0,0.576490991757,1.04251636153,0.0,0.576490991757
130,0.154449381918,0.0500713595254,0.0931289543733,0.105327556971,0.100112003602,1.05480521287,0.233577481132,0.0,0.576823721828,1.05480521287,0.0,0.576823721828
140,0.125485815677,0.0470487095365,0.0960507536812,0.106134797751,0.0878268902918,1.05207627262,0.223239304218,0.0,0.583450581628,1.05207627262,0.0,0.583450581628
150,0.137815833421,0.0445710209275,0.0974305667115,0.0963539781439,0.0864872894462,1.0554915032,0.224378126128,0.0,0.587410767603,1.0554915032,0.0,0.587410767603
160,0.133953082945,0.043453693602,0.0921164942436,0.0884368313274,0.0805666556676,1.04818936344,0.213671049729,0.0,0.591474783958,1.04818936344,0.0,0.591474783958
170,0.139984581236,0.0423619232627,0.109368580396,0.0932925582683,0.0770559774706,1.05800821247,0.204449578476,0.0,0.590376209034,1.05800821247,0.0,0.590376209034
180,0.131505117284,0.0417357627947,0.0989085739799,0.087689226952,0.0747184464224,1.06732183395,0.201426754556,0.0,0.593154047785,1.06732183395,0.0,0.593154047785
190,0.127744087992,0.0412366019996,0.0937372273348,0.0858552927152,0.0761459303527,1.04678413334,0.199758284623,0.0,0.592166269642,1.04678413334,0.0,0.592166269642
200,0.118083295639,0.0418697739806,0.0905832179926,0.0820655203375,0.0720160198029,1.0453686283,0.192238865127,0.0,0.592907871651,1.0453686283,0.0,0.592907871651
210,0.114214679735,0.0400566773275,0.0866687230133,0.0812556791595,0.0694375158515,1.04469391435,0.18171225192,0.0,0.590060639756,1.04469391435,0.0,0.590060639756
220,0.116086970084,0.040749038288,0.0806951676895,0.0812630203314,0.0670649638331,1.03911086803,0.192421778391,0.0,0.579044469066,1.03911086803,0.0,0.579044469066
230,0.10994370759,0.043349645314,0.0865535773287,0.0829655993977,0.0667108772915,1.04192512022,0.194910561972,0.0,0.579975259296,1.04192512022,0.0,0.579975259296
240,0.110899465646,0.0469680602624,0.0847501382246,0.0828114281398,0.0664307460905,1.04105996371,0.197084785634,0.0,0.584882825235,1.04105996371,0.0,0.584882825235
250,0.109891670216,0.0498250363811,0.0927519984322,0.0809373010606,0.0649257994736,1.03863568387,0.199821789809,0.0,0.583411271274,1.03863568387,0.0,0.583411271274
260,0.10954822109,0.0506687547125,0.0921308257538,0.0786867546379,0.063457946779,1.03914506017,0.196248564216,0.0,0.589363523974,1.03914506017,0.0,0.589363523974
270,0.103147808754,0.0486856997709,0.0929093346603,0.0765330638124,0.061666490325,1.03847764028,0.18997818544,0.0,0.588760416269,1.03847764028,0.0,0.588760416269
280,0.100742627935,0.04861134502,0.0890282015765,0.0736442060653,0.0602583697332,1.03751131056,0.185860859096,0.0,0.593563632765,1.03751131056,0.0,0.593563632765
290,0.0984501229887,0.0496765856798,0.087932242969,0.0746829058975,0.0608114960334,1.03602967492,0.187769017079,0.0,0.593646958774,1.03602967492,0.0,0.593646958774
