Time(Iteration),AsyncCoLinUCB,WknowTheta,LinUCB
0,0.997059391023,0.921628654039,2.23680178884
1,1.42325690225,2.64280354244,4.60642356969
2,1.78419215231,3.96149366354,5.54321653024
3,2.20366237914,4.71027754745,6.10831017143
4,2.6299754912,4.94695891434,7.20202391978
5,2.6299754912,5.19167059279,7.59947762833
6,2.63894113906,5.19167059279,8.01931097471
7,2.73420805114,5.46070310886,8.14361001903
8,2.73420805114,5.54493330319,8.14361001903
9,2.83410232918,5.77271515064,8.27945103603
10,2.83410232918,6.15489094457,8.57814775404
11,2.99911951708,6.53876316728,8.88663909222
12,3.04495329834,6.66455132731,9.05898224879
13,3.07195313683,6.99355681178,9.36142459412
14,3.07195313683,7.02186054203,9.49585621148
15,3.10892795561,7.27075682903,9.49585621148
16,3.14661387384,7.5423626757,9.61351480845
17,3.19666965089,7.5423626757,9.71776923222
18,3.24993529484,7.87269159912,9.9547238983
19,3.28274875552,8.14453572234,10.0068842258
20,3.33014640035,8.28828809893,10.0159389857
21,3.45227619566,8.60220945008,10.1771318667
22,3.55076217428,8.85302722408,10.4491126165
23,3.58087215943,8.96756989588,10.4491126165
24,3.58907592844,9.06682747678,10.4829652407
25,3.68568586151,9.07363060796,10.524580796
26,3.69375682661,9.41613511885,10.524580796
27,3.70775188227,9.62622060138,10.5352804719
28,3.74848354619,10.0115932654,10.5804654898
29,3.75960023269,10.1655477381,10.6039741818
