Time(Iteration),WCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
0,0.784365992772,0.541375447024,0.709348749026,0.984724210468,0.957797307944,0.984724210468,0.957797307944
10,0.420606256434,0.133822137669,0.241552894157,0.920621133927,0.900788513024,0.920621133927,0.900788513024
20,0.361326631809,0.0841292308428,0.188776234,1.0126563559,0.901408815912,1.0126563559,0.901408815912
30,0.302826676963,0.0922318386016,0.142742374379,1.04371261052,0.893300373139,1.04371261052,0.893300373139
40,0.249136959497,0.0808560095228,0.117964344531,1.05413201316,0.896403034895,1.05413201316,0.896403034895
50,0.272577080147,0.0847098639589,0.106670216219,1.09419156775,0.901176792213,1.09419156775,0.901176792213
60,0.195037348616,0.0839570328492,0.100511203195,1.14512650109,0.902063263258,1.14512650109,0.902063263258
70,0.214730765048,0.0952825894856,0.102664959824,1.21764003245,0.911278118101,1.21764003245,0.911278118101
80,0.196492143204,0.1009186448,0.0960810359289,1.25101991165,0.914661267261,1.25101991165,0.914661267261
90,0.20443904687,0.0728960940641,0.0949069693056,1.22870167396,0.900711801789,1.22870167396,0.900711801789
100,0.161125675433,0.0870148871968,0.0922349730587,1.21449929907,0.912819160747,1.21449929907,0.912819160747
110,0.138842587779,0.0959015011346,0.0797794115388,1.22385261309,0.911877120867,1.22385261309,0.911877120867
120,0.163904246318,0.0971816697719,0.0861119149692,1.2216822125,0.910510650892,1.2216822125,0.910510650892
130,0.18331738749,0.0873816508524,0.0818166261751,1.19600213124,0.915909473415,1.19600213124,0.915909473415
140,0.117955165407,0.0731082414097,0.0774016289631,1.2021282086,0.914429226337,1.2021282086,0.914429226337
150,0.122295882007,0.0742007949231,0.0721039123778,1.20840966056,0.910942130986,1.20840966056,0.910942130986
160,0.114807748195,0.0716398024991,0.0727105559573,1.20487554683,0.908554437182,1.20487554683,0.908554437182
170,0.104346661654,0.0636982996114,0.070252661826,1.21302992508,0.907700969073,1.21302992508,0.907700969073
180,0.0905670007311,0.0831529886049,0.0709007470792,1.24200010477,0.913853582405,1.24200010477,0.913853582405
190,0.0800392565173,0.0873177579194,0.0716075962412,1.24790639834,0.913147045221,1.24790639834,0.913147045221
200,0.0852289684403,0.0788256315623,0.0682054802887,1.24856844775,0.910176857461,1.24856844775,0.910176857461
210,0.0804072775537,0.0758734536259,0.0658773347324,1.25585981228,0.910481859392,1.25585981228,0.910481859392
220,0.0776153032186,0.0772294476114,0.0645803303447,1.25699625694,0.91084572018,1.25699625694,0.91084572018
230,0.0802799076938,0.0715040440221,0.0637167874352,1.25603184115,0.909200173941,1.25603184115,0.909200173941
240,0.080235009942,0.070130979875,0.0627432687841,1.25215438455,0.90882113398,1.25215438455,0.90882113398
250,0.0759936926789,0.0681409467004,0.0628466337228,1.2486554602,0.907461414971,1.2486554602,0.907461414971
260,0.0802917086453,0.0733523954259,0.065698481685,1.24985232274,0.906809007561,1.24985232274,0.906809007561
270,0.0847479896079,0.0743871248899,0.0669824341556,1.25078644693,0.907564543936,1.25078644693,0.907564543936
280,0.0828768876256,0.0697844434673,0.0645425691329,1.25661721813,0.90715660021,1.25661721813,0.90715660021
290,0.0795072997012,0.0636467037355,0.0636379545407,1.25537854236,0.906108231554,1.25537854236,0.906108231554
300,0.0803419646628,0.0633728969057,0.0637762537192,1.25989532596,0.905045242122,1.25989532596,0.905045242122
310,0.0835600474109,0.0632196921321,0.0639363675127,1.25529001728,0.905552203859,1.25529001728,0.905552203859
320,0.0809991327485,0.060244203122,0.0615803355389,1.25418319353,0.906385900397,1.25418319353,0.906385900397
330,0.0734406761573,0.0528711663297,0.0585397784257,1.25447445883,0.905162073101,1.25447445883,0.905162073101
340,0.0728699379399,0.0526076663097,0.0578410019555,1.25027274252,0.905559513438,1.25027274252,0.905559513438
350,0.0786590436722,0.0533726103786,0.0583364790915,1.2595248239,0.90527696004,1.2595248239,0.90527696004
360,0.0762111330266,0.0482255989685,0.05559576493,1.25511701947,0.904156965886,1.25511701947,0.904156965886
370,0.0754775149757,0.0484756864952,0.0548609723217,1.25708120843,0.905362617279,1.25708120843,0.905362617279
380,0.0784980898385,0.0499437383345,0.0546520118409,1.26283117659,0.904980454052,1.26283117659,0.904980454052
390,0.0782683330768,0.0481885265327,0.0530523260924,1.26320014802,0.906146376275,1.26320014802,0.906146376275
400,0.073702906622,0.0446242811526,0.0528291017984,1.26326418567,0.905955386974,1.26326418567,0.905955386974
410,0.0735007329033,0.0447677524606,0.0517826835167,1.26179454941,0.905866777164,1.26179454941,0.905866777164
420,0.0830153735418,0.0444881252446,0.0535284533761,1.26034141517,0.905909506748,1.26034141517,0.905909506748
430,0.0877167993189,0.0467814190669,0.0566313650998,1.26204418127,0.907571899658,1.26204418127,0.907571899658
440,0.0834319800456,0.0453610257768,0.0559354796541,1.26158465579,0.907580768934,1.26158465579,0.907580768934
450,0.0778371194675,0.0438218287406,0.0558426431949,1.26454503736,0.907240314405,1.26454503736,0.907240314405
460,0.0745545366396,0.0457177651757,0.054586692325,1.25739698255,0.907395436316,1.25739698255,0.907395436316
470,0.0774520729389,0.0468750866759,0.0553454517123,1.25848197843,0.907695905633,1.25848197843,0.907695905633
480,0.073175575657,0.0456962122489,0.0537793888259,1.25735200352,0.906818755807,1.25735200352,0.906818755807
490,0.0799545639293,0.0489811508233,0.0531105037135,1.2548394285,0.908650151449,1.2548394285,0.908650151449
