Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.383601507317,0.596554477115,0.0,0.0
Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,6719.11314284,0.575360419378,0.0,0.0
