Time(Iteration),WknowThetaCoTheta,LinUCBCoTheta,WknowThetaTheta,WknowThetaW
0,0.37532145807,0.62377434965,0.0,0.0
1,0.499957525917,0.552005509542,0.0,0.0
2,0.550944305147,0.438155078886,0.0,0.0
3,0.650268847055,0.424776793672,0.0,0.0
4,0.701654842775,0.322971384762,0.0,0.0
