Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,WknowThetaCoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,WknowThetaTheta,W_W0Theta,WCoLinUCBW,WknowThetaW,W_W0W
0,0.659480145456,0.536302457504,0.678932699195,0.318816372703,0.661505107976,0.956462024492,0.781422198162,0.0,0.890488938316,0.956462024492,0.0,0.890488938316
10,0.564152696976,0.142726901522,0.311273032076,0.186093117716,0.21674635803,0.918018011364,0.36485510931,0.0,1.02748255917,0.918018011364,0.0,1.02748255917
20,0.504408701209,0.103705789835,0.277577204705,0.158677865586,0.181008876184,0.916231433649,0.289403435257,0.0,1.04371722794,0.916231433649,0.0,1.04371722794
30,0.405917688864,0.100949823593,0.196533660311,0.149801549094,0.170756686931,0.902898557781,0.295716066023,0.0,1.01511497148,0.902898557781,0.0,1.01511497148
40,0.386457472577,0.0896820117688,0.163675921339,0.147413978528,0.145775915267,0.917340449401,0.273647339208,0.0,1.0025166211,0.917340449401,0.0,1.0025166211
50,0.265095108776,0.0930079447759,0.147595447075,0.140335122157,0.13230583676,0.963539542595,0.253714384605,0.0,0.997524340062,0.963539542595,0.0,0.997524340062
60,0.25647702342,0.0946839947121,0.147195936795,0.135363701282,0.124559156083,0.943966891796,0.242835161452,0.0,0.995989087008,0.943966891796,0.0,0.995989087008
70,0.224339910469,0.0879633951027,0.134487114841,0.117251662971,0.104660905865,0.947037781019,0.227633992387,0.0,0.996303261281,0.947037781019,0.0,0.996303261281
80,0.208281690817,0.0888950616508,0.14252693268,0.120489252674,0.104825767812,0.948717041603,0.251524598045,0.0,0.986162454687,0.948717041603,0.0,0.986162454687
90,0.205742107188,0.076412859657,0.129075207111,0.103083975,0.106865272676,0.938937121024,0.223356771927,0.0,0.993069718348,0.938937121024,0.0,0.993069718348
100,0.179400691919,0.0682718966066,0.09556076995,0.0926415085453,0.0996208968306,0.920485634028,0.207896165957,0.0,0.989291775156,0.920485634028,0.0,0.989291775156
110,0.163877437926,0.0611639463267,0.0867823595896,0.0854754154775,0.0891045936122,0.932669901687,0.198574518549,0.0,0.996463121942,0.932669901687,0.0,0.996463121942
120,0.168390829525,0.0603117296673,0.0944980745365,0.086577686417,0.0878919490716,0.952581110199,0.21106552938,0.0,0.992840336884,0.952581110199,0.0,0.992840336884
130,0.175135250205,0.0485048791012,0.0819920105108,0.0832933885468,0.0888755016746,0.95547528474,0.194880565571,0.0,0.994469383522,0.95547528474,0.0,0.994469383522
140,0.156593996277,0.0468982411344,0.0817548704305,0.0781155313341,0.0841861694646,0.94226609326,0.201918265552,0.0,0.989249587312,0.94226609326,0.0,0.989249587312
150,0.133013138958,0.0470944633481,0.0719097420837,0.0793612887008,0.0839816370215,0.95556449294,0.194399509693,0.0,0.988205774978,0.95556449294,0.0,0.988205774978
160,0.129433775953,0.0499262923535,0.0784954041773,0.0783246736177,0.0852845843056,0.949777580085,0.19828184482,0.0,0.997248678682,0.949777580085,0.0,0.997248678682
170,0.129646980582,0.0526415058455,0.084490136721,0.0830157492621,0.0861678540828,0.943179573711,0.192409309444,0.0,1.00048789518,0.943179573711,0.0,1.00048789518
180,0.112791940125,0.0503040040089,0.0741323446847,0.0811452793345,0.0877820021257,0.9624076286,0.19842871889,0.0,1.00011403195,0.9624076286,0.0,1.00011403195
190,0.10763747448,0.0477137233792,0.0741059505648,0.0776683174485,0.0832707941875,0.938585378183,0.190867053942,0.0,1.00184591601,0.938585378183,0.0,1.00184591601
200,0.110963501098,0.0445551224773,0.0683961242344,0.07587472818,0.0827587326811,0.936670096276,0.189894522692,0.0,0.999097270357,0.936670096276,0.0,0.999097270357
210,0.100927806413,0.0413811351787,0.0628804599074,0.0729336127579,0.0762104883145,0.937541497922,0.179569249273,0.0,0.998368625019,0.937541497922,0.0,0.998368625019
220,0.099388508607,0.0385947365671,0.0667355729086,0.0716504697575,0.0756816605349,0.948111656348,0.171191246626,0.0,1.0038483014,0.948111656348,0.0,1.0038483014
230,0.0892691499601,0.0347782417412,0.0621788842733,0.0681565086107,0.0709931434299,0.947082245153,0.161276422229,0.0,1.00312416731,0.947082245153,0.0,1.00312416731
240,0.0979013252006,0.0330619756916,0.0632614766432,0.0661423788951,0.065546582163,0.935647240725,0.153190134391,0.0,0.996737591625,0.935647240725,0.0,0.996737591625
250,0.0882847369982,0.029702899463,0.0662668250656,0.0622274610541,0.0600008150767,0.9347159334,0.146261616803,0.0,1.00033115172,0.9347159334,0.0,1.00033115172
260,0.0890176523134,0.0337859586117,0.070411717468,0.0646281079925,0.0661534005091,0.943078199919,0.162302571527,0.0,0.999787279207,0.943078199919,0.0,0.999787279207
270,0.0829295828141,0.0337920421319,0.0589857403508,0.0651649796647,0.0641184815597,0.939089943426,0.171843865119,0.0,0.99273687761,0.939089943426,0.0,0.99273687761
280,0.0794036596888,0.0329310410743,0.0585328432095,0.066043977955,0.0645265386858,0.940422322886,0.167805165739,0.0,0.99111561364,0.940422322886,0.0,0.99111561364
290,0.0771817832328,0.0304311475576,0.0567217647775,0.0658903288915,0.0643258040916,0.941317058866,0.162883948958,0.0,0.99383701815,0.941317058866,0.0,0.99383701815
