Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,WknowThetaCoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,WknowThetaTheta,W_W0Theta,WCoLinUCBW,WknowThetaW,W_W0W
0,0.79239285315,0.502826117705,0.721535572612,0.297329653983,0.665844169102,0.990709598162,0.755831958298,0.0,0.886169706004,0.990709598162,0.0,0.886169706004
10,0.487459256206,0.138817616435,0.319731736308,0.218760989761,0.24261059309,0.831115380819,0.362261472384,0.0,0.787038628569,0.831115380819,0.0,0.787038628569
20,0.453339483477,0.107056182437,0.226033804672,0.14832777186,0.19329140171,0.856482650224,0.286594781288,0.0,0.822616327815,0.856482650224,0.0,0.822616327815
30,0.490306815258,0.0914385729871,0.163929889398,0.155355106757,0.178624048132,0.868665727828,0.271914796268,0.0,0.800972340918,0.868665727828,0.0,0.800972340918
40,0.46879736402,0.0733391052367,0.139798112194,0.140137956863,0.147781104881,0.896516583619,0.242875092006,0.0,0.815337719773,0.896516583619,0.0,0.815337719773
50,0.440401723559,0.0644386461052,0.126046650217,0.129341435992,0.126907166681,0.854614538346,0.236982797704,0.0,0.815548614441,0.854614538346,0.0,0.815548614441
60,0.419760853004,0.0541436900611,0.122433584212,0.109813342301,0.113572723733,0.85337764634,0.230507533381,0.0,0.815200678996,0.85337764634,0.0,0.815200678996
70,0.393479702721,0.0474558767182,0.117337330073,0.110314169896,0.116020422353,0.870123820063,0.196563984054,0.0,0.805885826511,0.870123820063,0.0,0.805885826511
80,0.384066431073,0.0456549310415,0.109219622834,0.104659936022,0.107265379783,0.878333572395,0.199232376628,0.0,0.800137352924,0.878333572395,0.0,0.800137352924
90,0.348402848312,0.0382056109074,0.11853019835,0.105907752947,0.102980783992,0.852208886308,0.18597952057,0.0,0.801467085678,0.852208886308,0.0,0.801467085678
100,0.335589441106,0.0406064574044,0.110513291602,0.102413895925,0.102147052206,0.851327631549,0.199669758989,0.0,0.804889394809,0.851327631549,0.0,0.804889394809
110,0.331393582236,0.0430943343498,0.105394557751,0.10036231601,0.099719972523,0.879848016263,0.209029089874,0.0,0.799323059495,0.879848016263,0.0,0.799323059495
120,0.32749604195,0.0435321787328,0.10404811719,0.0969923700099,0.0886745628663,0.861881535229,0.209930800635,0.0,0.800721980903,0.861881535229,0.0,0.800721980903
130,0.293117860231,0.04406999471,0.0972065717334,0.0967787245021,0.0896269524814,0.876438471872,0.209020654974,0.0,0.795693186118,0.876438471872,0.0,0.795693186118
140,0.289632225488,0.0487089177225,0.108474368994,0.0929139533186,0.0882340656427,0.869970628494,0.21907624251,0.0,0.807732420073,0.869970628494,0.0,0.807732420073
150,0.285835320004,0.0463888516887,0.100680516552,0.0907245081251,0.0818483149357,0.874898521698,0.206169995774,0.0,0.797587854831,0.874898521698,0.0,0.797587854831
160,0.290442756681,0.0447089096179,0.0870975320082,0.088189553438,0.0793050011268,0.871145194517,0.200605911513,0.0,0.794096002921,0.871145194517,0.0,0.794096002921
170,0.282125129097,0.0408554792786,0.0818414457621,0.0904244412385,0.0821150617269,0.874103738524,0.192847032732,0.0,0.788693567736,0.874103738524,0.0,0.788693567736
180,0.281580753633,0.0455029342471,0.0741871050354,0.0881230756505,0.0788824505699,0.873175687589,0.199457308116,0.0,0.78880345355,0.873175687589,0.0,0.78880345355
190,0.275631232324,0.0441190664177,0.0736887450733,0.0847617103999,0.0762718228356,0.857536569288,0.195986681642,0.0,0.788627948875,0.857536569288,0.0,0.788627948875
200,0.266052827971,0.0497050547161,0.0836493379957,0.0880281381113,0.0767629852201,0.855753470832,0.205726969824,0.0,0.789196314448,0.855753470832,0.0,0.789196314448
210,0.265926914805,0.053820924219,0.085592842055,0.0906723345313,0.0787327437262,0.871770112676,0.204666101625,0.0,0.790838332983,0.871770112676,0.0,0.790838332983
220,0.257851514128,0.0521380865659,0.0743802451623,0.0854700461194,0.0732019814227,0.876881536554,0.194285784967,0.0,0.788522553116,0.876881536554,0.0,0.788522553116
230,0.257412407078,0.0451175366526,0.0679277012358,0.0797839136162,0.0684895106025,0.879779385184,0.187552742324,0.0,0.793433649069,0.879779385184,0.0,0.793433649069
240,0.245348958422,0.0438703292017,0.067447141166,0.0783592653331,0.0662311886916,0.873108609008,0.175230455888,0.0,0.791637516681,0.873108609008,0.0,0.791637516681
250,0.245405139367,0.0434996871527,0.0629309794466,0.0740413768657,0.0664932351601,0.871323869661,0.176480739117,0.0,0.788277980176,0.871323869661,0.0,0.788277980176
260,0.246654058712,0.0443770602596,0.0679159353657,0.0732454812845,0.066934069944,0.869857319551,0.167274220008,0.0,0.792020844859,0.869857319551,0.0,0.792020844859
270,0.245958527791,0.0439349054338,0.0719551451367,0.0719591405815,0.066872752718,0.866278962666,0.16144479585,0.0,0.791514771632,0.866278962666,0.0,0.791514771632
280,0.235396805598,0.0444324523947,0.0687390581728,0.0716430104136,0.0657647279997,0.858498743919,0.156442479196,0.0,0.798062494486,0.858498743919,0.0,0.798062494486
290,0.234718977648,0.0459385428601,0.0681753887743,0.0715147816285,0.0674127091577,0.855731149687,0.161415569776,0.0,0.799116098886,0.855731149687,0.0,0.799116098886
