Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
190,0.147944535098,0.0410485336007,0.0937415959184,0.0787130019381,1.64916752542,0.155269173337,0.918382064658,1.64916752542,0.918382064658
200,0.130508418899,0.0423085835928,0.0886691233018,0.0756425385549,1.63752173928,0.161770002729,0.916071537474,1.63752173928,0.916071537474
210,0.120061149993,0.0412563567909,0.0834405534944,0.0711851169054,1.65748288313,0.158791495121,0.915326623211,1.65748288313,0.915326623211
220,0.112039283438,0.0383320158878,0.0837391786183,0.0693096634684,1.65820156289,0.1609625587,0.914465954552,1.65820156289,0.914465954552
230,0.1082547914,0.0367538308833,0.075484886208,0.0664932747333,1.65850690726,0.153516104344,0.915934647036,1.65850690726,0.915934647036
240,0.109773077497,0.0364615598188,0.0730825878694,0.0657506530556,1.65309497445,0.155387799978,0.915911107426,1.65309497445,0.915911107426
250,0.104559931048,0.0379158302772,0.0701922227577,0.0603847886933,1.65888939115,0.157903951685,0.915762109389,1.65888939115,0.915762109389
260,0.104212869636,0.0389313014219,0.0671265322558,0.0559639032238,1.65518387105,0.162138475222,0.913516454451,1.65518387105,0.913516454451
270,0.0999163465935,0.0398793169918,0.0612030005034,0.0559338379146,1.66356166863,0.153526551439,0.914207734791,1.66356166863,0.914207734791
280,0.0974197951523,0.0338357589004,0.055935439631,0.0536738460194,1.66718839353,0.140479586783,0.910253985946,1.66718839353,0.910253985946
290,0.0939555486774,0.0331815157019,0.0510314993374,0.0521252120223,1.66431895621,0.138366285639,0.910347767619,1.66431895621,0.910347767619
300,0.0969993177792,0.0347571996813,0.0507971448016,0.0542017735146,1.66714888378,0.133551726777,0.908074452247,1.66714888378,0.908074452247
310,0.0895656153295,0.0345010944312,0.0498486351811,0.0536327492108,1.6714325242,0.134939832367,0.908751175828,1.6714325242,0.908751175828
320,0.0859434184677,0.0345081188853,0.048367385231,0.0553704375385,1.67133311533,0.134617645311,0.908908029818,1.67133311533,0.908908029818
330,0.0873400965689,0.0348073216014,0.0501885569043,0.0582941116787,1.67159299057,0.140235623155,0.909166293623,1.67159299057,0.909166293623
340,0.0901295530534,0.0386524185583,0.0502322618173,0.0638991688131,1.67342418415,0.134724020262,0.907658007759,1.67342418415,0.907658007759
350,0.088098126785,0.0350629277808,0.0460268765392,0.0661001458905,1.67168466042,0.125814564263,0.90898741938,1.67168466042,0.90898741938
360,0.0834907437357,0.0309483093343,0.0412344077099,0.0637672687395,1.66882342716,0.136761338185,0.909148864606,1.66882342716,0.909148864606
370,0.0838579167866,0.0328400025625,0.0431002437577,0.0610916192382,1.6705401394,0.142767159548,0.909501369635,1.6705401394,0.909501369635
380,0.0821782095377,0.0309753269406,0.0430786129253,0.0601519090604,1.66855174518,0.146129492692,0.909959539897,1.66855174518,0.909959539897
390,0.0800073572593,0.0283833417864,0.0397373211519,0.0591018090553,1.66464620793,0.139737081582,0.910639779311,1.66464620793,0.910639779311
400,0.0828393981936,0.0293516651368,0.0403938442783,0.0595752026769,1.66194903466,0.139017324225,0.911748250765,1.66194903466,0.911748250765
410,0.0870987097744,0.0322941598176,0.0446922625738,0.0607309050032,1.6706415842,0.144626425816,0.911963982891,1.6706415842,0.911963982891
420,0.0835138760464,0.0322538176648,0.0431814086742,0.0598922643131,1.66897385379,0.142586774195,0.911414653146,1.66897385379,0.911414653146
430,0.0789572588879,0.0311291193943,0.0427532061912,0.0601608464237,1.669295519,0.151706349046,0.91169413353,1.669295519,0.91169413353
440,0.0778698196432,0.0325990138898,0.0443363642567,0.0614161850755,1.6659654394,0.155290778495,0.912132357604,1.6659654394,0.912132357604
450,0.0742535985922,0.0344236197465,0.0432203770776,0.0609531546377,1.66646335717,0.161616701704,0.911735638095,1.66646335717,0.911735638095
460,0.0761346928524,0.0311239599041,0.042460195332,0.0587502951528,1.66766645381,0.154261916969,0.910410531897,1.66766645381,0.910410531897
470,0.0746666683535,0.0300928995977,0.0435556329142,0.0582358123024,1.66629044687,0.149193266083,0.909277003643,1.66629044687,0.909277003643
480,0.0713888388401,0.0295653226808,0.0412872880296,0.0580930244335,1.66750288278,0.142719020822,0.909567510964,1.66750288278,0.909567510964
490,0.0703979640419,0.0303370931028,0.0404937643596,0.0575347603483,1.66063190045,0.145758054077,0.909827775411,1.66063190045,0.909827775411
