Time(Iteration),WCoLinUCBCoTheta,AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,AsyncCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
0,0.758789966639,0.619696536965,0.495776408248,0.636140993969,0.974950063628,0.879169022449,0.955600731991,0.974950063628,0.955600731991
10,0.354897396751,0.211165860452,0.278110623367,0.219730314411,1.15951564406,0.424110483689,0.922945658238,1.15951564406,0.922945658238
20,0.275189495627,0.0960249036547,0.238640372787,0.14509015227,1.28529228954,0.295559101634,0.927576220562,1.28529228954,0.927576220562
30,0.259130630611,0.105307125295,0.235734455218,0.151591867476,1.31897784943,0.278312806727,0.920397271868,1.31897784943,0.920397271868
40,0.234760140653,0.0774750582059,0.205693435547,0.138657464055,1.35688241492,0.251501822139,0.920749867058,1.35688241492,0.920749867058
50,0.258034325985,0.0644548706737,0.166538686005,0.124468611861,1.42671901824,0.248607708209,0.913451012993,1.42671901824,0.913451012993
60,0.232164144084,0.057138620748,0.172935148714,0.120215245059,1.47920258818,0.239923397158,0.923700313333,1.47920258818,0.923700313333
70,0.215168178613,0.0640532410617,0.180901793935,0.11292802654,1.50395117841,0.240979004784,0.925974940649,1.50395117841,0.925974940649
80,0.202186013969,0.0652355625694,0.161817776795,0.11275387657,1.5514308974,0.235880143197,0.918426889231,1.5514308974,0.918426889231
90,0.183807356465,0.0644466351226,0.153513041265,0.104320301501,1.52403568348,0.230432887616,0.91576603387,1.52403568348,0.91576603387
100,0.191384356627,0.0623134646283,0.161044115412,0.10938871523,1.54738549313,0.240078574117,0.919384361057,1.54738549313,0.919384361057
110,0.18981316119,0.0573220433697,0.146813431879,0.108551388607,1.6122187097,0.235198749381,0.915266054058,1.6122187097,0.915266054058
120,0.17825070132,0.0521447781212,0.14437517348,0.103095486485,1.60531137724,0.221943617709,0.921414187266,1.60531137724,0.921414187266
130,0.187682538407,0.0459943700756,0.138576865064,0.0949886872075,1.63756613547,0.199333818394,0.924188667897,1.63756613547,0.924188667897
140,0.183687862615,0.0529061309,0.115443631614,0.0954615060908,1.6500591234,0.218788624,0.917125302742,1.6500591234,0.917125302742
150,0.168966733087,0.0484731908818,0.106809243587,0.0928602200043,1.65759208258,0.200814271033,0.916739674159,1.65759208258,0.916739674159
160,0.160620159848,0.0434700105478,0.1121828121,0.0876344631061,1.64363136129,0.180611960542,0.915785077381,1.64363136129,0.915785077381
170,0.156374017877,0.0386136483763,0.0961472489833,0.085528539449,1.6257765618,0.163601913896,0.918380533416,1.6257765618,0.918380533416
180,0.146242806028,0.0401243411985,0.0991827438055,0.0843672285286,1.64456841126,0.165406437434,0.917974754533,1.64456841126,0.917974754533
