Time(Iteration),AsyncCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,W_W0Theta,W_W0W
0,0.0531179825561,0.0759059414769,0.0453974416204,0.0698449727783,0.101387575291,0.101387575291
10,0.0479947151098,0.0453841465978,0.0377752840277,0.0710939306882,0.061640367256,0.061640367256
20,0.0289095961198,0.0493182068907,0.0377248582289,0.0611264521527,0.0846141149595,0.0846141149595
30,0.0305999275316,0.0323494240281,0.0362140064463,0.0631292634423,0.0650209300211,0.0650209300211
40,0.0334904524469,0.0612687991411,0.0267853304748,0.0506202780255,0.0922432210869,0.0922432210869
50,0.0185303031487,0.0338726521099,0.0357179754425,0.0296108249686,0.0715766182389,0.0715766182389
60,0.0195435730914,0.031158371246,0.0066759755499,0.0504619713714,0.0743019004811,0.0743019004811
70,0.0254391043343,0.0540352792401,0.0281182097441,0.0460110014293,0.0636451007971,0.0636451007971
80,0.0196819419453,0.0314715996302,0.0233252925714,0.0392690201299,0.0870032308675,0.0870032308675
90,0.0141385003101,0.031267863812,0.0126032664349,0.0420123988894,0.0790443281556,0.0790443281556
100,0.0151285488183,0.0252014064454,0.0178808242345,0.0342409691798,0.0828136897042,0.0828136897042
110,0.0206947243901,0.0234060862903,0.0412632812888,0.0417242826432,0.0780321172182,0.0780321172182
120,0.00850552808584,0.0259495361345,0.00782658685581,0.040587082744,0.0740916403396,0.0740916403396
130,0.0213369289684,0.0138127391041,0.015467827755,0.0348518742366,0.050793002794,0.050793002794
140,0.0118934769548,0.0230220999209,0.0138698384962,0.0504455066224,0.0974624337741,0.0974624337741
150,0.0228311414156,0.02464107156,0.016262977651,0.0335180093077,0.0676929849083,0.0676929849083
160,0.00429081966263,0.0274135725213,0.023145878356,0.0288690478923,0.0669005111484,0.0669005111484
170,0.00832012692816,0.01585894689,0.0136368623374,0.0307983350845,0.0666265194268,0.0666265194268
180,0.0179835871678,0.0270842004331,0.0132554565258,0.0749092789039,0.0747870287141,0.0747870287141
190,0.0170918494166,0.0246452347324,0.0189322387527,0.0264283845717,0.0596306257193,0.0596306257193
200,0.00504055182796,0.0312333918086,0.0231994450116,0.0318692849472,0.0658192956206,0.0658192956206
210,0.00708863443504,0.0241912384986,0.0138702303479,0.0241401815672,0.0843599871049,0.0843599871049
220,0.00580830818067,0.0341011457072,0.0244478146563,0.0331540717228,0.0611426048355,0.0611426048355
230,0.00677886846225,0.0295746017135,0.0110452988227,0.0227763466196,0.0818435755105,0.0818435755105
240,0.00551398815996,0.0325615985084,0.0232360828185,0.0319093022647,0.0618928585795,0.0618928585795
250,0.0161439899039,0.0187943694859,0.0139730795002,0.0245690067739,0.0556481127669,0.0556481127669
260,0.00588935833509,0.0321967036807,0.0230690701281,0.0314204584424,0.0614218727911,0.0614218727911
270,0.00796160165211,0.0397778100213,0.0107251025856,0.0286899955281,0.0973767332235,0.0973767332235
280,0.0080742921835,0.0314190462688,0.00456181387142,0.047167108401,0.0865471213987,0.0865471213987
290,0.00634107080722,0.042749413376,0.00965757068613,0.0250368743806,0.0975138833287,0.0975138833287
