Time(Iteration),AsyncCoLinUCBCoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,WknowThetaW
0,0.552805109598,0.327967099072,0.653578951611,0.814308295663,0.0,0.0
1,0.423125432871,0.298974978177,0.529996238762,0.677457353252,0.0,0.0
2,0.369350816842,0.263699375425,0.460074308392,0.618869314189,0.0,0.0
3,0.345106966697,0.157137815918,0.372249465719,0.584571957968,0.0,0.0
4,0.333828159176,0.139517524293,0.338479804263,0.547604162381,0.0,0.0
5,0.323156240084,0.150806935276,0.31373167717,0.523101022195,0.0,0.0
6,0.305445003816,0.168747971227,0.28371557007,0.499396451961,0.0,0.0
7,0.296098231149,0.17034006185,0.251797140362,0.488632410674,0.0,0.0
8,0.275220503205,0.174629862998,0.250137081851,0.465687908384,0.0,0.0
9,0.235883793136,0.178599635773,0.230915673884,0.442759415503,0.0,0.0
10,0.231598014175,0.175677106467,0.225196192763,0.416311422625,0.0,0.0
11,0.21142216062,0.188758207551,0.215964537402,0.393855742959,0.0,0.0
12,0.190435934548,0.184948382478,0.211512571624,0.375731798463,0.0,0.0
13,0.173152711749,0.182628940376,0.203567052165,0.348979694282,0.0,0.0
14,0.157586176747,0.18597679355,0.206344105215,0.331008467422,0.0,0.0
15,0.160964340742,0.173283715245,0.202626457679,0.331609857527,0.0,0.0
16,0.157453250167,0.184578483228,0.201118064265,0.333986405415,0.0,0.0
17,0.155331967682,0.191985450269,0.196124073492,0.322318085985,0.0,0.0
18,0.148517010816,0.184556277434,0.195360357786,0.320691404103,0.0,0.0
19,0.151351721478,0.177173953674,0.198600135388,0.3202277876,0.0,0.0
20,0.144551106482,0.174105969407,0.197696186459,0.310318518278,0.0,0.0
21,0.134692889844,0.198591410718,0.192890679602,0.310908688229,0.0,0.0
22,0.135718073073,0.178747660113,0.191627454038,0.310524025609,0.0,0.0
23,0.131560695143,0.173545450591,0.188876476648,0.293862397359,0.0,0.0
24,0.130463930815,0.170246603592,0.195259435834,0.290290951393,0.0,0.0
25,0.125208388634,0.165298523479,0.185738946738,0.280044582472,0.0,0.0
26,0.116945903787,0.163849369063,0.184686024725,0.277509893118,0.0,0.0
27,0.11937626227,0.156170217648,0.184507379047,0.274697021259,0.0,0.0
28,0.113927830156,0.143570364265,0.181814100301,0.262019657106,0.0,0.0
29,0.111022305143,0.142554917805,0.180914123461,0.264489903562,0.0,0.0
