Time(Iteration),AsyncCoLinUCBCoTheta,WknowThetaCoTheta,LinUCBCoTheta,AsyncCoLinUCBTheta,WknowThetaTheta,WknowThetaW
0,0.636092086813,0.321294933914,0.665009524254,0.888550187423,0.0,0.0
1,0.578966881901,0.188995498835,0.617766486866,0.832991909448,0.0,0.0
2,0.512266697593,0.191003183944,0.577809078906,0.792310238685,0.0,0.0
3,0.485622135814,0.203646193662,0.55905214266,0.767920176507,0.0,0.0
4,0.419655525214,0.219800114845,0.530418753797,0.700422258291,0.0,0.0
5,0.39711495034,0.235562049428,0.530882502447,0.690230564374,0.0,0.0
6,0.343946645419,0.249918275884,0.517858896067,0.636486824996,0.0,0.0
7,0.330706275491,0.231445002975,0.475600661571,0.63061631897,0.0,0.0
8,0.321769870526,0.219841559864,0.478802484059,0.626758413477,0.0,0.0
9,0.319286725352,0.229457731011,0.468344221906,0.607915305238,0.0,0.0
10,0.299816608857,0.240649270678,0.47243383088,0.604709994365,0.0,0.0
11,0.274003239471,0.247171491654,0.449290609526,0.589992353357,0.0,0.0
12,0.25534374,0.237652642667,0.419936751854,0.581627006507,0.0,0.0
13,0.194501091975,0.239011752341,0.416852364174,0.547511977302,0.0,0.0
14,0.185041740197,0.22667696085,0.410646418364,0.525828066366,0.0,0.0
15,0.1537707489,0.22301118267,0.392514038271,0.510438560459,0.0,0.0
16,0.138678562483,0.219183934867,0.384574609313,0.494180617293,0.0,0.0
17,0.160696665559,0.213446603488,0.372481814049,0.51715271069,0.0,0.0
18,0.161359105807,0.216108895547,0.368253048654,0.514568859984,0.0,0.0
19,0.165995714348,0.208811612859,0.37527094274,0.515166334845,0.0,0.0
20,0.164895110386,0.208120936191,0.362797220051,0.510478345892,0.0,0.0
21,0.161301250627,0.199432855883,0.372041969402,0.486891873205,0.0,0.0
22,0.166771906826,0.201764434655,0.354100072548,0.489950258005,0.0,0.0
23,0.166564589521,0.20014789409,0.351531663769,0.486788631985,0.0,0.0
24,0.161654528269,0.199654068404,0.339304456187,0.479124077098,0.0,0.0
25,0.159903535074,0.206082869833,0.329513057841,0.474952733134,0.0,0.0
26,0.159198205772,0.207291924429,0.321634667765,0.468194722181,0.0,0.0
27,0.154407737089,0.202210186723,0.310728899891,0.466372961325,0.0,0.0
28,0.151103694131,0.204685166555,0.298348963725,0.467003888426,0.0,0.0
29,0.155989411107,0.209101168869,0.297909235493,0.468321993603,0.0,0.0
