Time(Iteration),WCoLinUCB,W_W0,LinUCB
0,3.70498635084,1.5850794652,2.65836972894
1,4.5997947648,2.82158632771,3.97110365962
2,5.59699009629,3.51349823812,4.64705577263
3,5.69356104432,3.90739904723,6.42383506693
4,6.13076740232,4.3081500898,7.32609755634
5,7.00839128183,4.52162752312,7.68972421751
6,7.84086497346,4.66153546077,8.25185286981
7,8.2175044252,4.69882349183,8.30842266081
8,8.77841119177,4.74102611281,8.55792113799
9,9.21199505346,4.8820237666,8.87489151741
10,9.50845315287,5.22778637714,9.22745649109
11,9.76262965664,5.24576872322,9.54802012641
12,10.2384733346,5.34787434066,9.68075649068
13,11.0021597792,5.50865398706,9.83416155479
14,11.5448532725,5.50865398706,9.93728060422
15,11.8329413051,5.55154889902,9.96722395094
16,12.0750642778,5.61402513484,10.234429251
17,12.7635589103,5.68850356654,10.3420729291
18,13.0276958562,5.72363665222,10.4791067483
19,13.4669319875,5.74641862193,10.4953893557
20,13.6099685701,5.76395127094,10.5129220047
21,13.8530359379,5.76395127094,10.5776564942
22,13.8719002979,5.87971056565,10.6922099353
23,14.1705717245,5.88002633479,10.8421241319
24,14.4449417041,5.89862661004,10.8692801987
25,14.4813091069,5.89862661004,10.9312842366
26,14.8344415838,5.9284512258,11.1106359136
27,14.9992343935,5.97115973287,11.2263841767
28,15.3447511979,5.98460325937,11.2398277032
29,15.5863298617,6.00252286079,11.4818668049
30,15.8415037828,6.00252286079,11.5060719767
31,15.9541186366,6.02283726238,11.6451521024
32,16.0445844955,6.02283726238,11.7084996262
33,16.7243083358,6.05463763887,11.7527437003
34,16.8997816339,6.15634424945,11.8357427561
35,17.0726712381,6.1586757501,11.8597673651
36,17.2806452975,6.18463229922,11.9528917709
37,17.461741303,6.19718099509,11.9654404668
38,17.5922908847,6.2378856477,12.1242954433
39,17.8143723974,6.24486127585,12.1242954433
40,17.9959481525,6.25861688322,12.1695914268
41,18.1437544736,6.30346650157,12.2068124118
42,18.3422587218,6.31496019995,12.2600818776
43,18.4575385397,6.32914370293,12.3030249543
44,18.5672618881,6.33307714596,12.3213040479
45,18.6360067606,6.36112941802,12.3529169088
46,18.6360067606,6.42170117792,12.3529169088
47,18.9093865261,6.46852329875,12.4132771677
48,19.0135711392,6.49194760576,12.4400398805
49,19.2667929992,6.5173052408,12.5037485439
50,19.3883336239,6.5173052408,12.5532662459
51,19.6452016015,6.54120405979,12.5844314338
52,19.7181053656,6.57826153736,12.6444151386
53,19.9005369806,6.60510013337,12.6444151386
54,19.9807332164,6.60510013337,12.6444151386
55,20.1971092944,6.66179067329,12.7517343443
56,20.3273480797,6.66179067329,12.7517343443
57,20.5057591654,6.70314205845,12.7976969914
58,20.647771772,6.77135548115,12.8659104141
59,20.8518303596,6.85939888213,12.8825996111
60,21.2312181016,7.00720649862,12.9693898522
61,21.2719553087,7.00720649862,12.9693898522
62,21.3653667739,7.0080786408,12.9702619944
63,21.497222728,7.057034776,12.9702619944
64,21.5399317692,7.08411953095,13.0413516558
