Time(Iteration),WCoLinUCBCoTheta,W_W0CoTheta,LinUCBCoTheta,WCoLinUCBTheta,W_W0Theta,WCoLinUCBW,W_W0W
0,0.763558839927,0.70497966566,0.695858464743,0.970174302674,0.908774578817,0.970174302674,0.908774578817
10,0.378595345705,0.492212309102,0.216938439739,0.955053057848,1.01734912588,0.955053057848,1.01734912588
20,0.335406218278,0.275044243805,0.192537284523,0.990687529017,1.04768368885,0.990687529017,1.04768368885
30,0.282437413596,0.245895428089,0.149338829581,1.02439239949,1.02505867256,1.02439239949,1.02505867256
40,0.239521167533,0.186828688388,0.146246466178,1.02905256816,0.996109476146,1.02905256816,0.996109476146
50,0.21723097592,0.153069697596,0.127908625698,1.04626917682,0.984321435395,1.04626917682,0.984321435395
60,0.213877281073,0.143071775349,0.127060283207,1.10063052183,0.993529621684,1.10063052183,0.993529621684
70,0.178408528133,0.126167899254,0.110158744381,1.11610972597,0.998840006104,1.11610972597,0.998840006104
80,0.157189472361,0.153970554443,0.115257659265,1.11981230285,1.01590490282,1.11981230285,1.01590490282
90,0.162699188281,0.156824765901,0.105150682662,1.13306480892,1.0173299939,1.13306480892,1.0173299939
100,0.180235108892,0.147430293619,0.0951040219015,1.14016740652,1.04148897527,1.14016740652,1.04148897527
110,0.125331755477,0.156471756824,0.0883919971052,1.1332163894,1.03204735968,1.1332163894,1.03204735968
120,0.120429617901,0.112614253368,0.094583138473,1.14970710081,1.0669462762,1.14970710081,1.0669462762
130,0.137693521768,0.101317363237,0.0941454488415,1.19161747476,1.06823065127,1.19161747476,1.06823065127
140,0.121397639353,0.0995852202231,0.0889623539764,1.22355119461,1.06628717488,1.22355119461,1.06628717488
150,0.131740167452,0.100039522624,0.0867207174421,1.19094590018,1.05883715449,1.19094590018,1.05883715449
160,0.15980146203,0.0977240156831,0.0803718547762,1.2243890848,1.04886355002,1.2243890848,1.04886355002
170,0.128778464872,0.0877650296283,0.0803211616334,1.22813229342,1.048706213,1.22813229342,1.048706213
180,0.125982868395,0.0893881460322,0.0794926663359,1.22289711247,1.04364375472,1.22289711247,1.04364375472
190,0.107039091522,0.0877137270645,0.0766562383522,1.22759015607,1.04097617921,1.22759015607,1.04097617921
200,0.0991761588259,0.0803623618699,0.0760726831417,1.22541298049,1.03700073752,1.22541298049,1.03700073752
210,0.0951183869281,0.0719012504405,0.0707243491055,1.21732772619,1.03880231806,1.21732772619,1.03880231806
220,0.0863494971031,0.0745001606703,0.0712059481741,1.22163833579,1.04252981163,1.22163833579,1.04252981163
230,0.0904642727036,0.0771070755781,0.0726655355265,1.22259899339,1.04299438135,1.22259899339,1.04299438135
240,0.0926797634236,0.0812094386378,0.0744669974365,1.22639938619,1.04742263791,1.22639938619,1.04742263791
250,0.0945827490857,0.0849656706173,0.0698141958863,1.2270919191,1.05205903041,1.2270919191,1.05205903041
260,0.0945013300519,0.0936965226376,0.0693841606458,1.24458420623,1.06295088473,1.24458420623,1.06295088473
270,0.091398834666,0.0912770586547,0.0673485214971,1.24569727841,1.06793017071,1.24569727841,1.06793017071
280,0.0876455895888,0.0987667502745,0.0638452578836,1.24073078483,1.06948391618,1.24073078483,1.06948391618
290,0.0890058084589,0.0870616906713,0.0585922612543,1.23839605557,1.06796328676,1.23839605557,1.06796328676
300,0.0882485734999,0.08633227213,0.0629568741815,1.243310378,1.06848519508,1.243310378,1.06848519508
310,0.0876370281674,0.0745805305888,0.0591657771817,1.24562553599,1.063179934,1.24562553599,1.063179934
320,0.0875010978958,0.0760345923971,0.0577076503953,1.24582529836,1.06551218678,1.24582529836,1.06551218678
330,0.0864457846397,0.0721777508658,0.06008921262,1.23460569719,1.05915022144,1.23460569719,1.05915022144
340,0.100322363902,0.0710459355333,0.0583501480134,1.24951421336,1.05852818465,1.24951421336,1.05852818465
350,0.0817771185344,0.0663090048274,0.0551458301438,1.24370386275,1.05299159032,1.24370386275,1.05299159032
360,0.0800991373188,0.07031461691,0.0535492086146,1.23507332741,1.04916494666,1.23507332741,1.04916494666
370,0.0820701586334,0.0693928241336,0.0538374646956,1.23528225993,1.04489955742,1.23528225993,1.04489955742
380,0.0789584559466,0.0717219740884,0.0518076206414,1.23489929318,1.04151966987,1.23489929318,1.04151966987
390,0.0800884049002,0.0703916030163,0.0512829404434,1.23693617788,1.04005918296,1.23693617788,1.04005918296
400,0.0832825923272,0.0696887323459,0.0527640941227,1.24103975199,1.03865712095,1.24103975199,1.03865712095
410,0.0792914894992,0.0676793292757,0.0489018957969,1.24063812355,1.03701837956,1.24063812355,1.03701837956
420,0.0832768212411,0.0726990989507,0.0487473186492,1.24051739879,1.03098088881,1.24051739879,1.03098088881
430,0.0814536942823,0.0719444108491,0.0476045262868,1.23874663521,1.02896988887,1.23874663521,1.02896988887
440,0.0829183614286,0.0725795960351,0.0487440747746,1.24248207398,1.03247924981,1.24248207398,1.03247924981
450,0.0826441743151,0.0702917388779,0.0491635074789,1.24742711581,1.0318637189,1.24742711581,1.0318637189
460,0.0753132376542,0.0689944201849,0.0491600284559,1.2447288576,1.03045866093,1.2447288576,1.03045866093
470,0.0778568644331,0.0734885258605,0.0509099142596,1.24917530006,1.03037527769,1.24917530006,1.03037527769
480,0.0805916957955,0.0741690629314,0.0519428412841,1.24933222636,1.03200253821,1.24933222636,1.03200253821
490,0.0726556104229,0.0722990417366,0.0512031827226,1.25055525187,1.02749848818,1.25055525187,1.02749848818
